human_gene_name,nmr_gene_acc,orthology_type,perc_id,nmr_gene_name,chromosome,biotype,description,species
SLC37A4,ENSHGLG00000006518,ortholog_one2one,79.085,SLC37A4,5,protein_coding,solute carrier family 37 member 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J4N3],naked_mole_rat
TMPRSS15,ENSHGLG00000016237,ortholog_one2one,79.7217,,2,protein_coding,transmembrane serine protease 15 [Source:HGNC Symbol;Acc:HGNC:9490],naked_mole_rat
PADI6,ENSHGLG00000019075,ortholog_one2one,70.4412,PADI6,7,protein_coding,peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449],naked_mole_rat
RCC2,ENSHGLG00000015955,ortholog_one2one,97.9127,RCC2,7,protein_coding,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297],naked_mole_rat
ACTR1B,ENSHGLG00000009168,ortholog_one2one,98.1333,ACTR1B,4,protein_coding,actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168],naked_mole_rat
COG5,ENSHGLG00000007552,ortholog_one2one,90.3302,COG5,14,protein_coding,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],naked_mole_rat
CLDN17,ENSHGLG00000020247,ortholog_one2one,85.2679,CLDN17,2,protein_coding,claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038],naked_mole_rat
KRTAP24-1,ENSHGLG00000037357,ortholog_one2one,62.6016,KRTAP24-1,2,protein_coding,keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902],naked_mole_rat
NCAM2,ENSHGLG00000013262,ortholog_one2one,95.8184,NCAM2,2,protein_coding,neural cell adhesion molecule 2 [Source:UniProtKB Gene Name;Acc:A0A0P6JDS8],naked_mole_rat
ZAP70,ENSHGLG00000004616,ortholog_one2one,92.9967,ZAP70,4,protein_coding,zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858],naked_mole_rat
GPR22,ENSHGLG00000011203,ortholog_one2one,90.7923,GPR22,14,protein_coding,G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477],naked_mole_rat
PCP4,ENSHGLG00000043480,ortholog_one2one,96.7742,PCP4,2,protein_coding,Purkinje cell protein 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J062],naked_mole_rat
DSCAM,ENSHGLG00000005193,ortholog_one2one,94.8964,,2,protein_coding,,naked_mole_rat
CLDN8,ENSHGLG00000050332,ortholog_one2one,72.8033,CLDN8,2,protein_coding,claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050],naked_mole_rat
MORC3,ENSHGLG00000018450,ortholog_one2one,86.6738,MORC3,2,protein_coding,MORC family CW-type zinc finger 3 [Source:UniProtKB Gene Name;Acc:A0A0P6K566],naked_mole_rat
BCAP29,ENSHGLG00000038167,ortholog_one2one,87.1369,BCAP29,14,protein_coding,B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131],naked_mole_rat
CHODL,ENSHGLG00000008201,ortholog_one2one,95.6044,CHODL,2,protein_coding,chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807],naked_mole_rat
SH3GL3,ENSHGLG00000009483,ortholog_one2one,92.219,,15,protein_coding,,naked_mole_rat
ZSCAN2,ENSHGLG00000042242,ortholog_one2one,71.9388,,15,protein_coding,,naked_mole_rat
WDR73,ENSHGLG00000005731,ortholog_one2one,76.0638,WDR73,15,protein_coding,WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928],naked_mole_rat
RNU1-139P,ENSHGLG00000021645,ortholog_one2one,81.875,U1,5,snRNA,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
SIM2,ENSHGLG00000008945,ortholog_one2one,83.7713,SIM2,2,protein_coding,SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883],naked_mole_rat
RNF139,ENSHGLG00000005311,ortholog_one2one,92.9323,RNF139,10,protein_coding,ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023],naked_mole_rat
RRP1B,ENSHGLG00000004968,ortholog_one2one,60.0817,,2,protein_coding,,naked_mole_rat
RASA3,ENSHGLG00000002110,ortholog_one2one,92.1969,RASA3,OX090908.1,protein_coding,RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331],naked_mole_rat
AGPAT3,ENSHGLG00000048529,ortholog_one2one,89.3617,AGPAT3,2,protein_coding,1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:UniProtKB Gene Name;Acc:A0A0N8ESJ6],naked_mole_rat
NIPA1,ENSHGLG00000008301,ortholog_one2one,99.6914,,15,protein_coding,,naked_mole_rat
CYFIP1,ENSHGLG00000008409,ortholog_one2one,98.8827,CYFIP1,15,protein_coding,cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759],naked_mole_rat
MAGEL2,ENSHGLG00000020818,ortholog_one2one,77.4007,,15,protein_coding,,naked_mole_rat
NDN,ENSHGLG00000048511,ortholog_one2one,80.3077,NDN,15,protein_coding,"necdin, MAGE family member [Source:UniProtKB Gene Name;Acc:A0A0P6J4L5]",naked_mole_rat
HPS5,ENSHGLG00000010391,ortholog_one2one,87.1111,HPS5,5,protein_coding,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022],naked_mole_rat
PCP4,ENSHGLG00000043480,ortholog_one2one,96.7742,PCP4,2,protein_coding,Purkinje cell protein 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J062],naked_mole_rat
DSCAM,ENSHGLG00000005193,ortholog_one2one,94.8964,,2,protein_coding,,naked_mole_rat
PCDHAC2,ENSHGLG00000005853,ortholog_one2one,95.509,PCDHAC2,6,protein_coding,"protocadherin alpha subfamily C, 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J154]",naked_mole_rat
RIPK4,ENSHGLG00000011078,ortholog_one2one,88.648,RIPK4,2,protein_coding,receptor interacting serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:496],naked_mole_rat
PCDHB2,ENSHGLG00000007925,ortholog_one2one,81.2265,PCDHB2,6,protein_coding,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687],naked_mole_rat
PCDHB5,ENSHGLG00000038543,ortholog_one2one,80.3129,PCDHB5,6,protein_coding,protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690],naked_mole_rat
ZNF558,ENSHGLG00000037845,ortholog_one2one,88.806,ZNF558,29,protein_coding,zinc finger protein 558 [Source:HGNC Symbol;Acc:HGNC:26422],naked_mole_rat
PCDHB6,ENSHGLG00000009739,ortholog_one2one,78.4731,PCDHB6,6,protein_coding,protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691],naked_mole_rat
MBD3L1,ENSHGLG00000006678,ortholog_one2one,68.0628,,29,protein_coding,,naked_mole_rat
TFF2,ENSHGLG00000006500,ortholog_one2one,62.3188,TFF2,2,protein_coding,trefoil factor 2 [Source:HGNC Symbol;Acc:HGNC:11756],naked_mole_rat
UBASH3A,ENSHGLG00000036614,ortholog_one2one,78.8079,UBASH3A,2,protein_coding,ubiquitin associated and SH3 domain containing A [Source:HGNC Symbol;Acc:HGNC:12462],naked_mole_rat
PCDHB3,ENSHGLG00000007925,ortholog_one2one,81.2265,PCDHB2,6,protein_coding,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687],naked_mole_rat
RNF135,ENSHGLG00000041636,ortholog_one2one,67.6093,,20,protein_coding,,naked_mole_rat
OMG,ENSHGLG00000038199,ortholog_one2one,92.3251,OMG,20,protein_coding,oligodendrocyte myelin glycoprotein [Source:UniProtKB Gene Name;Acc:A0A0P6J7D4],naked_mole_rat
HSF1,ENSHGLG00000017965,ortholog_one2one,81.6926,HSF1,10,protein_coding,heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224],naked_mole_rat
EVI2B,ENSHGLG00000043351,ortholog_one2one,72.4062,EVI2B,20,protein_coding,ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500],naked_mole_rat
DGAT1,ENSHGLG00000006374,ortholog_one2one,73.7303,DGAT1,10,protein_coding,diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843],naked_mole_rat
COL3A1,ENSHGLG00000001404,ortholog_one2one,90.7534,,3,protein_coding,collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201],naked_mole_rat
OLIG1,ENSHGLG00000041895,ortholog_one2one,69.1358,OLIG1,2,protein_coding,oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983],naked_mole_rat
SCRT1,ENSHGLG00000037471,ortholog_one2one,92.2857,SCRT1,10,protein_coding,scratch family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:15950],naked_mole_rat
TMEM249,ENSHGLG00000033333,ortholog_one2one,69.953,TMEM249,10,protein_coding,transmembrane protein 249 [Source:HGNC Symbol;Acc:HGNC:44155],naked_mole_rat
UMODL1,ENSHGLG00000015409,ortholog_one2one,66.25,,2,protein_coding,,naked_mole_rat
FBXL6,ENSHGLG00000007296,ortholog_one2one,83.6431,FBXL6,10,protein_coding,F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603],naked_mole_rat
ADCK5,ENSHGLG00000016852,ortholog_one2one,81.3793,ADCK5,10,protein_coding,aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738],naked_mole_rat
CPSF1,ENSHGLG00000016139,ortholog_one2one,92.9314,CPSF1,10,protein_coding,cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324],naked_mole_rat
KRTAP7-1,ENSHGLG00000020396,ortholog_one2one,78.2051,KRTAP7-1,2,protein_coding,keratin associated protein 7-1 [Source:HGNC Symbol;Acc:HGNC:18934],naked_mole_rat
MEF2D,ENSHGLG00000019055,ortholog_one2one,84.1122,MEF2D,19,protein_coding,myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997],naked_mole_rat
IQGAP3,ENSHGLG00000018362,ortholog_one2one,84.6384,IQGAP3,19,protein_coding,IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669],naked_mole_rat
MCM3AP,ENSHGLG00000012528,ortholog_one2one,78.7934,,2,protein_coding,,naked_mole_rat
HAPLN2,ENSHGLG00000003467,ortholog_one2one,90.6158,HAPLN2,19,protein_coding,hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410],naked_mole_rat
SLC39A4,ENSHGLG00000016488,ortholog_one2one,75.6024,SLC39A4,10,protein_coding,solute carrier family 39 member 4 [Source:UniProtKB Gene Name;Acc:G5C5S5],naked_mole_rat
KBTBD4,ENSHGLG00000047234,ortholog_one2one,91.2,KBTBD4,22,protein_coding,kelch repeat and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23761],naked_mole_rat
MZT1,ENSHGLG00000007919,ortholog_one2one,77.381,,17,protein_coding,,naked_mole_rat
FAM180B,ENSHGLG00000038229,ortholog_one2one,70.9091,FAM180B,22,protein_coding,family with sequence similarity 180 member B [Source:HGNC Symbol;Acc:HGNC:34451],naked_mole_rat
KLHL1,ENSHGLG00000004996,ortholog_one2one,96.5287,,11,protein_coding,,naked_mole_rat
VPS28,ENSHGLG00000015325,ortholog_one2one,74.031,VPS28,10,protein_coding,VPS28 subunit of ESCRT-I [Source:UniProtKB Gene Name;Acc:A0A0N8EUM1],naked_mole_rat
TTC3,ENSHGLG00000005139,ortholog_one2one,73.323,TTC3,2,protein_coding,tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393],naked_mole_rat
FREM2,ENSHGLG00000000398,ortholog_one2one,90.7028,FREM2,11,protein_coding,FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396],naked_mole_rat
CBY2,ENSHGLG00000009737,ortholog_one2one,73.5294,CBY2,11,protein_coding,chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720],naked_mole_rat
MTCH2,ENSHGLG00000017536,ortholog_one2one,85.489,MTCH2,22,protein_coding,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587],naked_mole_rat
POU4F1,ENSHGLG00000007136,ortholog_one2one,98.5472,POU4F1,11,protein_coding,POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218],naked_mole_rat
NHLRC3,ENSHGLG00000000513,ortholog_one2one,89.3372,NHLRC3,11,protein_coding,NHL repeat containing 3 [Source:UniProtKB Gene Name;Acc:G5C7K0],naked_mole_rat
OLFM4,ENSHGLG00000003692,ortholog_one2one,75.0,,11,protein_coding,,naked_mole_rat
DIAPH3,ENSHGLG00000018541,ortholog_one2one,88.5202,,11,protein_coding,,naked_mole_rat
MYG1,ENSHGLG00000049848,ortholog_one2one,88.5542,,17,protein_coding,,naked_mole_rat
AAAS,ENSHGLG00000002843,ortholog_one2one,93.0147,AAAS,17,protein_coding,aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666],naked_mole_rat
KRTAP19-3,ENSHGLG00000046162,ortholog_one2one,75.0,KRTAP19-3,2,protein_coding,keratin associated protein 19-3 [Source:HGNC Symbol;Acc:HGNC:18938],naked_mole_rat
PNLIPRP1,ENSHGLG00000047870,ortholog_one2one,69.1649,PNLIPRP1,13,protein_coding,pancreatic lipase related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156],naked_mole_rat
SP7,ENSHGLG00000000980,ortholog_one2one,89.9777,SP7,17,protein_coding,Sp7 transcription factor [Source:UniProtKB Gene Name;Acc:A0A0P6JHT8],naked_mole_rat
SPMIP5,ENSHGLG00000016224,ortholog_one2one,63.3929,SPMIP5,13,protein_coding,sperm microtubule inner protein 5 [Source:HGNC Symbol;Acc:HGNC:28500],naked_mole_rat
OR4K2,ENSHGLG00000019998,ortholog_one2one,85.8044,OR4K2,2,protein_coding,olfactory receptor family 4 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14728],naked_mole_rat
PNLIPRP2,ENSHGLG00000015278,ortholog_one2one,73.1405,PNLIPRP2,13,protein_coding,pancreatic lipase related protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9157],naked_mole_rat
OR4K1,ENSHGLG00000034184,ortholog_one2one,89.0675,OR4K1,2,protein_coding,olfactory receptor family 4 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14726],naked_mole_rat
OR4K14,ENSHGLG00000020266,ortholog_one2one,85.1613,OR4K14,2,protein_coding,olfactory receptor family 4 subfamily K member 14 [Source:HGNC Symbol;Acc:HGNC:15352],naked_mole_rat
MIR125B2,ENSHGLG00000022569,ortholog_one2one,100.0,MIR125B2,2,miRNA,microRNA 125b-2 [Source:HGNC Symbol;Acc:HGNC:31507],naked_mole_rat
OR4L1,ENSHGLG00000035213,ortholog_one2one,80.3226,OR4L1,2,protein_coding,olfactory receptor family 4 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:15356],naked_mole_rat
OR11G2,ENSHGLG00000049076,ortholog_one2one,80.3858,,2,protein_coding,,naked_mole_rat
OR11H6,ENSHGLG00000019221,ortholog_one2one,85.3125,,2,protein_coding,,naked_mole_rat
OR11H4,ENSHGLG00000045419,ortholog_one2one,84.7134,OR11H4,2,protein_coding,olfactory receptor family 11 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15347],naked_mole_rat
TTC5,ENSHGLG00000018917,ortholog_one2one,76.2781,Ttc5,2,protein_coding,tetratricopeptide repeat domain 5 [Source:NCBI gene (formerly Entrezgene);Acc:101713791],naked_mole_rat
CCNB1IP1,ENSHGLG00000004943,ortholog_one2one,94.2238,CCNB1IP1,2,protein_coding,cyclin B1 interacting protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6J7R2],naked_mole_rat
SNORA79B,ENSHGLG00000023626,ortholog_one2one,86.4865,SNORA79B,2,snoRNA,"small nucleolar RNA, H/ACA box 79B [Source:HGNC Symbol;Acc:HGNC:52222]",naked_mole_rat
SNORD126,ENSHGLG00000021624,ortholog_one2one,93.5065,SNORD126,2,snoRNA,"small nucleolar RNA, C/D box 126 [Source:HGNC Symbol;Acc:HGNC:33565]",naked_mole_rat
TEP1,ENSHGLG00000004168,ortholog_one2one,77.0396,Tep1,2,protein_coding,telomerase associated protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101715194],naked_mole_rat
ZNF496,ENSHGLG00000001102,ortholog_one2one,68.9453,,1,protein_coding,,naked_mole_rat
CTTN,ENSHGLG00000011727,ortholog_one2one,94.1818,CTTN,22,protein_coding,cortactin [Source:HGNC Symbol;Acc:HGNC:3338],naked_mole_rat
PCNT,ENSHGLG00000015807,ortholog_one2one,64.7924,PCNT,OX090908.1,protein_coding,pericentrin [Source:HGNC Symbol;Acc:HGNC:16068],naked_mole_rat
OR52J3,ENSHGLG00000021128,ortholog_one2one,80.1282,OR52J3,5,protein_coding,olfactory receptor family 52 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14799],naked_mole_rat
OR52E2,ENSHGLG00000021222,ortholog_one2one,84.2271,OR52E2,5,protein_coding,olfactory receptor family 52 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:14769],naked_mole_rat
KLHL33,ENSHGLG00000003623,ortholog_one2one,83.1202,,2,protein_coding,,naked_mole_rat
OSGEP,ENSHGLG00000003341,ortholog_one2one,96.1194,OSGEP,2,protein_coding,O-sialoglycoprotein endopeptidase [Source:UniProtKB Gene Name;Acc:A0A0N8ETH6],naked_mole_rat
APEX1,ENSHGLG00000045150,ortholog_one2one,85.4701,APEX1,2,protein_coding,apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:UniProtKB Gene Name;Acc:G5B5Q8],naked_mole_rat
PIP4P1,ENSHGLG00000002937,ortholog_one2one,95.0704,TMEM55B,2,protein_coding,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19299]",naked_mole_rat
RNASE10,ENSHGLG00000032299,ortholog_one2one,71.2963,RNASE10,2,protein_coding,ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275],naked_mole_rat
OR4K3,ENSHGLG00000009722,ortholog_one2one,67.8445,OR4K3,2,protein_coding,olfactory receptor family 4 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14731],naked_mole_rat
SON,ENSHGLG00000032218,ortholog_one2one,98.0089,,2,protein_coding,,naked_mole_rat
PCDH17,ENSHGLG00000006849,ortholog_one2one,95.7912,PCDH17,11,protein_coding,protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267],naked_mole_rat
PPFIA1,ENSHGLG00000013241,ortholog_one2one,92.2652,PPFIA1,22,protein_coding,PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245],naked_mole_rat
GPRC5C,ENSHGLG00000040767,ortholog_one2one,86.5385,GPRC5C,20,protein_coding,G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309],naked_mole_rat
CD300LB,ENSHGLG00000040395,ortholog_one2one,62.6214,CD300LB,20,protein_coding,CD300 molecule like family member b [Source:HGNC Symbol;Acc:HGNC:30811],naked_mole_rat
LRCH1,ENSHGLG00000003678,ortholog_one2one,87.482,LRCH1,11,protein_coding,leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309],naked_mole_rat
GBA3,ENSHGLG00000046378,ortholog_one2one,75.3846,,10,protein_coding,,naked_mole_rat
SLITRK6,ENSHGLG00000000248,ortholog_one2one,91.3813,SLITRK6,11,protein_coding,SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503],naked_mole_rat
SOX1,ENSHGLG00000049467,ortholog_one2one,97.8552,SOX1,11,protein_coding,SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189],naked_mole_rat
LRFN1,ENSHGLG00000018309,ortholog_one2one,94.0645,LRFN1,28,protein_coding,leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29290],naked_mole_rat
GMFG,ENSHGLG00000015856,ortholog_one2one,67.1569,GMFG,28,protein_coding,glia maturation factor gamma [Source:UniProtKB Gene Name;Acc:A0A0P6JFD6],naked_mole_rat
NRIP1,ENSHGLG00000041772,ortholog_one2one,89.0138,NRIP1,2,protein_coding,nuclear receptor interacting protein 1 [Source:UniProtKB Gene Name;Acc:G5B4Q0],naked_mole_rat
CCDC40,ENSHGLG00000007128,ortholog_one2one,66.637,CCDC40,20,protein_coding,coiled-coil domain 40 molecular ruler complex subunit [Source:HGNC Symbol;Acc:HGNC:26090],naked_mole_rat
CENPN,ENSHGLG00000050859,ortholog_one2one,72.7027,CENPN,7,protein_coding,centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873],naked_mole_rat
RCAN1,ENSHGLG00000033178,ortholog_one2one,75.4167,RCAN1,2,protein_coding,regulator of calcineurin 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JCE6],naked_mole_rat
GAA,ENSHGLG00000008110,ortholog_one2one,84.3487,GAA,20,protein_coding,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],naked_mole_rat
EIF4A3,ENSHGLG00000004635,ortholog_one2one,85.865,EIF4A3,20,protein_coding,eukaryotic translation initiation factor 4A3 [Source:UniProtKB Gene Name;Acc:G5AKN8],naked_mole_rat
ATMIN,ENSHGLG00000014861,ortholog_one2one,81.872,ATMIN,7,protein_coding,ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034],naked_mole_rat
GCSH,ENSHGLG00000036167,ortholog_one2one,73.0769,,OX090908.1,protein_coding,,naked_mole_rat
GRK1,ENSHGLG00000002895,ortholog_one2one,78.1915,GRK1,OX090908.1,protein_coding,G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013],naked_mole_rat
PKD1L2,ENSHGLG00000038072,ortholog_one2one,61.8669,,7,protein_coding,,naked_mole_rat
UBL3,ENSHGLG00000040587,ortholog_one2one,68.75,UBL3,11,protein_coding,ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504],naked_mole_rat
GRIK1,ENSHGLG00000008751,ortholog_one2one,97.2163,GRIK1,2,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579],naked_mole_rat
FAM216B,ENSHGLG00000004363,ortholog_one2one,67.1233,FAM216B,11,protein_coding,family with sequence similarity 216 member B [Source:HGNC Symbol;Acc:HGNC:26883],naked_mole_rat
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-80P,ENSHGLG00000045978,ortholog_one2one,87.8505,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-61P,ENSHGLG00000037020,ortholog_one2one,84.0708,U6,X,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-54P,ENSHGLG00000023341,ortholog_one2one,79.6116,U6,16,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-77P,ENSHGLG00000023060,ortholog_one2one,81.6901,U6,10,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
RNU6-38P,ENSHGLG00000047664,ortholog_one2one,97.1963,U6,5,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
SNORD31B,ENSHGLG00000022386,ortholog_one2one,84.058,SNORD31,22,snoRNA,Small nucleolar RNA SNORD31 [Source:RFAM;Acc:RF00089],naked_mole_rat
MIR15A,ENSHGLG00000022489,ortholog_one2one,76.8421,MIR15A,11,miRNA,microRNA 15a [Source:HGNC Symbol;Acc:HGNC:31543],naked_mole_rat
RNU6-926P,ENSHGLG00000048883,ortholog_one2one,82.243,U6,27,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
FAM124A,ENSHGLG00000039693,ortholog_one2one,79.1209,FAM124A,11,protein_coding,family with sequence similarity 124 member A [Source:HGNC Symbol;Acc:HGNC:26413],naked_mole_rat
ZAR1L,ENSHGLG00000006253,ortholog_one2one,74.1433,ZAR1L,11,protein_coding,zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116],naked_mole_rat
RFXAP,ENSHGLG00000004899,ortholog_one2one,77.7778,RFXAP,11,protein_coding,regulatory factor X associated protein [Source:HGNC Symbol;Acc:HGNC:9988],naked_mole_rat
SIAH3,ENSHGLG00000008529,ortholog_one2one,93.2584,SIAH3,11,protein_coding,siah E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30553],naked_mole_rat
KCNE2,ENSHGLG00000047687,ortholog_one2one,75.7143,KCNE2,2,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:6242],naked_mole_rat
SLITRK1,ENSHGLG00000043563,ortholog_one2one,98.8506,SLITRK1,11,protein_coding,SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297],naked_mole_rat
KBTBD7,ENSHGLG00000020078,ortholog_one2one,94.8357,KBTBD7,11,protein_coding,kelch repeat and BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25266],naked_mole_rat
RNU6-57P,ENSHGLG00000023337,ortholog_one2one,88.2353,U6,20,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
CYYR1,ENSHGLG00000044595,ortholog_one2one,87.0968,CYYR1,2,protein_coding,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274],naked_mole_rat
