nmr_gene_name,human_gene_acc,orthology_type,perc_id,human_gene_name,chromosome,biotype,description,species
MRPL39,ENSG00000154719,ortholog_one2one,88.4615,MRPL39,21,protein_coding,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027],human
JAM2,ENSG00000154721,ortholog_one2one,83.8926,JAM2,21,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686],human
ATP5PF,ENSG00000154723,ortholog_one2one,87.037,ATP5PF,21,protein_coding,ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847],human
GABPA,ENSG00000154727,ortholog_one2one,99.1189,GABPA,21,protein_coding,GA binding protein transcription factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:4071],human
NEURL1B,ENSG00000214357,ortholog_one2one,96.3964,NEURL1B,5,protein_coding,neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422],human
APP,ENSG00000142192,ortholog_one2one,97.013,APP,21,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620],human
FGF18,ENSG00000156427,ortholog_one2one,97.1014,FGF18,5,protein_coding,fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674],human
CYYR1,ENSG00000166265,ortholog_one2one,87.0968,CYYR1,21,protein_coding,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274],human
KCNIP1,ENSG00000182132,ortholog_one2one,91.6667,KCNIP1,5,protein_coding,potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521],human
BCO1,ENSG00000135697,ortholog_one2one,85.192,BCO1,16,protein_coding,beta-carotene oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:13815],human
KRTAP7-1,ENSG00000274749,ortholog_one2one,70.1149,KRTAP7-1,21,protein_coding,keratin associated protein 7-1 [Source:HGNC Symbol;Acc:HGNC:18934],human
CLDN8,ENSG00000156284,ortholog_one2one,77.3333,CLDN8,21,protein_coding,claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050],human
GRIK1,ENSG00000171189,ortholog_one2one,95.6797,GRIK1,21,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579],human
CFDP1,ENSG00000153774,ortholog_one2one,75.5853,CFDP1,16,protein_coding,craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873],human
MIS18A,ENSG00000159055,ortholog_one2one,77.6824,MIS18A,21,protein_coding,MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286],human
TENM2,ENSG00000145934,ortholog_one2one,98.8104,TENM2,5,protein_coding,teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943],human
GAN,ENSG00000261609,ortholog_one2one,97.6549,GAN,16,protein_coding,gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137],human
WWC1,ENSG00000113645,ortholog_one2one,93.0818,WWC1,5,protein_coding,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435],human
CIAO2B,ENSG00000166595,ortholog_one2one,98.1595,CIAO2B,16,protein_coding,cytosolic iron-sulfur assembly component 2B [Source:HGNC Symbol;Acc:HGNC:24261],human
RRAD,ENSG00000166592,ortholog_one2one,92.8571,RRAD,16,protein_coding,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]",human
CDH16,ENSG00000166589,ortholog_one2one,78.7696,CDH16,16,protein_coding,cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755],human
PANK3,ENSG00000120137,ortholog_one2one,96.7568,PANK3,5,protein_coding,pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365],human
PDP2,ENSG00000172840,ortholog_one2one,88.2798,PDP2,16,protein_coding,pyruvate dehydrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263],human
CA7,ENSG00000168748,ortholog_one2one,95.4545,CA7,16,protein_coding,carbonic anhydrase 7 [Source:HGNC Symbol;Acc:HGNC:1381],human
SLIT3,ENSG00000184347,ortholog_one2one,94.3532,SLIT3,5,protein_coding,slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087],human
NAE1,ENSG00000159593,ortholog_one2one,95.8801,NAE1,16,protein_coding,NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621],human
GABRP,ENSG00000094755,ortholog_one2one,93.4091,GABRP,5,protein_coding,gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089],human
TERB1,ENSG00000249961,ortholog_one2one,76.4787,TERB1,16,protein_coding,telomere repeat binding bouquet formation protein 1 [Source:HGNC Symbol;Acc:HGNC:26675],human
DUSP1,ENSG00000120129,ortholog_one2one,97.8202,DUSP1,5,protein_coding,dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064],human
CMIP,ENSG00000153815,ortholog_one2one,77.8784,CMIP,16,protein_coding,c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319],human
DOCK2,ENSG00000134516,ortholog_one2one,95.6284,DOCK2,5,protein_coding,dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988],human
BACH1,ENSG00000156273,ortholog_one2one,85.5978,BACH1,21,protein_coding,BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935],human
EVA1C,ENSG00000166979,ortholog_one2one,89.1156,EVA1C,21,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239],human
TMEM170A,ENSG00000166822,ortholog_one2one,96.5278,TMEM170A,16,protein_coding,transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577],human
FAM196B,ENSG00000204767,ortholog_one2one,83.3645,INSYN2B,5,protein_coding,inhibitory synaptic factor family member 2B [Source:HGNC Symbol;Acc:HGNC:37271],human
FOXI1,ENSG00000168269,ortholog_one2one,83.3333,FOXI1,5,protein_coding,forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815],human
C5orf58,ENSG00000234511,ortholog_one2one,66.6667,C5orf58,5,protein_coding,chromosome 5 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:37272],human
RB1CC1,ENSG00000023287,ortholog_one2one,92.66,RB1CC1,8,protein_coding,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574],human
BEAN1,ENSG00000166546,ortholog_one2one,78.7645,BEAN1,16,protein_coding,brain expressed associated with NEDD4 1 [Source:HGNC Symbol;Acc:HGNC:24160],human
MSX2,ENSG00000120149,ortholog_one2one,95.8801,MSX2,5,protein_coding,msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392],human
LTN1,ENSG00000198862,ortholog_one2one,89.5243,LTN1,21,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082],human
TMEM231,ENSG00000205084,ortholog_one2one,69.3038,TMEM231,16,protein_coding,transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234],human
BNIP1,ENSG00000113734,ortholog_one2one,94.7368,BNIP1,5,protein_coding,BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082],human
ZNRF1,ENSG00000186187,ortholog_one2one,98.2379,ZNRF1,16,protein_coding,zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452],human
NKX2-5,ENSG00000183072,ortholog_one2one,91.9753,NKX2-5,5,protein_coding,NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488],human
STC2,ENSG00000113739,ortholog_one2one,87.7483,STC2,5,protein_coding,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374],human
LDHD,ENSG00000166816,ortholog_one2one,83.8843,LDHD,16,protein_coding,lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708],human
ERGIC1,ENSG00000113719,ortholog_one2one,97.5862,ERGIC1,5,protein_coding,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205],human
CFAP298,ENSG00000159079,ortholog_one2one,86.5517,CFAP298,21,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301],human
Oprk1,ENSG00000082556,ortholog_one2one,95.2632,OPRK1,8,protein_coding,opioid receptor kappa 1 [Source:HGNC Symbol;Acc:HGNC:8154],human
ZFP1,ENSG00000184517,ortholog_one2one,92.8747,ZFP1,16,protein_coding,ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328],human
SYNJ1,ENSG00000159082,ortholog_one2one,63.3867,SYNJ1,21,protein_coding,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503],human
ST18,ENSG00000147488,ortholog_one2one,91.022,ST18,8,protein_coding,ST18 C2H2C-type zinc finger transcription factor [Source:HGNC Symbol;Acc:HGNC:18695],human
CMTM4,ENSG00000183723,ortholog_one2one,95.1923,CMTM4,16,protein_coding,CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175],human
CMTM3,ENSG00000140931,ortholog_one2one,91.7582,CMTM3,16,protein_coding,CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174],human
CPEB4,ENSG00000113742,ortholog_one2one,99.5885,CPEB4,5,protein_coding,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747],human
TK2,ENSG00000157368,ortholog_one2one,69.8347,IL34,16,protein_coding,interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529],human
PLCG2,ENSG00000197943,ortholog_one2one,87.668,PLCG2,16,protein_coding,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],human
RPS3A,ENSG00000145425,ortholog_one2one,100.0,RPS3A,4,protein_coding,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421],human
ALKAL1,ENSG00000196711,ortholog_one2one,81.3953,ALKAL1,8,protein_coding,ALK and LTK ligand 1 [Source:HGNC Symbol;Acc:HGNC:33775],human
SDR42E1,ENSG00000184860,ortholog_one2one,83.2061,SDR42E1,16,protein_coding,"short chain dehydrogenase/reductase family 42E, member 1 [Source:HGNC Symbol;Acc:HGNC:29834]",human
HSD17B2,ENSG00000086696,ortholog_one2one,63.0491,HSD17B2,16,protein_coding,hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211],human
MON1B,ENSG00000103111,ortholog_one2one,88.8483,MON1B,16,protein_coding,"MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]",human
RANBP17,ENSG00000204764,ortholog_one2one,93.5662,RANBP17,5,protein_coding,RAN binding protein 17 [Source:HGNC Symbol;Acc:HGNC:14428],human
ADAMTS18,ENSG00000140873,ortholog_one2one,89.1892,ADAMTS18,16,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110],human
SOX17,ENSG00000164736,ortholog_one2one,89.1304,SOX17,8,protein_coding,SRY-box transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18122],human
NUDT7,ENSG00000140876,ortholog_one2one,69.3277,NUDT7,16,protein_coding,nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054],human
ATP6V1H,ENSG00000047249,ortholog_one2one,98.7578,ATP6V1H,8,protein_coding,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303],human
STK10,ENSG00000072786,ortholog_one2one,90.5992,STK10,5,protein_coding,serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388],human
VAT1L,ENSG00000171724,ortholog_one2one,97.136,VAT1L,16,protein_coding,vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315],human
CLEC3A,ENSG00000166509,ortholog_one2one,87.3096,CLEC3A,16,protein_coding,C-type lectin domain family 3 member A [Source:HGNC Symbol;Acc:HGNC:2052],human
EFCAB9,ENSG00000214360,ortholog_one2one,65.9898,EFCAB9,5,protein_coding,EF-hand calcium binding domain 9 [Source:HGNC Symbol;Acc:HGNC:34530],human
UBTD2,ENSG00000168246,ortholog_one2one,97.8633,UBTD2,5,protein_coding,ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463],human
WWOX,ENSG00000186153,ortholog_one2one,83.5749,WWOX,16,protein_coding,WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799],human
SH3PXD2B,ENSG00000174705,ortholog_one2one,88.1449,SH3PXD2B,5,protein_coding,SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242],human
TLX3,ENSG00000164438,ortholog_one2one,99.3127,TLX3,5,protein_coding,T cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13532],human
MAF,ENSG00000178573,ortholog_one2one,94.5409,MAF,16,protein_coding,MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776],human
BCAR1,ENSG00000050820,ortholog_one2one,86.5517,BCAR1,16,protein_coding,"BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]",human
TCEA1,ENSG00000187735,ortholog_one2one,96.0133,TCEA1,8,protein_coding,transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612],human
FBLL1,ENSG00000188573,ortholog_one2one,90.4192,FBLL1,5,protein_coding,fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458],human
DYNLRB2,ENSG00000168589,ortholog_one2one,94.7917,DYNLRB2,16,protein_coding,dynein light chain roadblock-type 2 [Source:HGNC Symbol;Acc:HGNC:15467],human
CDYL2,ENSG00000166446,ortholog_one2one,93.8735,CDYL2,16,protein_coding,chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030],human
MRPL15,ENSG00000137547,ortholog_one2one,88.8513,MRPL15,8,protein_coding,mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054],human
HUNK,ENSG00000142149,ortholog_one2one,87.9552,HUNK,21,protein_coding,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326],human
CENPN,ENSG00000166451,ortholog_one2one,79.351,CENPN,16,protein_coding,centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873],human
NPBWR1,ENSG00000288611,ortholog_one2one,90.8537,NPBWR1,8,protein_coding,neuropeptides B and W receptor 1 [Source:HGNC Symbol;Acc:HGNC:4522],human
ATMIN,ENSG00000166454,ortholog_one2one,83.9611,ATMIN,16,protein_coding,ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034],human
SOD1,ENSG00000142168,ortholog_one2one,84.4156,SOD1,21,protein_coding,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179],human
GABARAPL2,ENSG00000034713,ortholog_one2one,92.3077,GABARAPL2,16,protein_coding,GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291],human
ADAT1,ENSG00000065457,ortholog_one2one,82.2709,ADAT1,16,protein_coding,adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228],human
PAXBP1,ENSG00000159086,ortholog_one2one,97.1647,PAXBP1,21,protein_coding,PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579],human
EPCIP,ENSG00000205929,ortholog_one2one,82.1918,EPCIP,21,protein_coding,exosomal polycystin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:1305],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
KRTAP24-1,ENSG00000188694,ortholog_one2one,60.6299,KRTAP24-1,21,protein_coding,keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
Metazoa_SRP,ENSG00000240347,ortholog_one2one,68.4931,RN7SL35P,7,misc_RNA,"RNA, 7SL, cytoplasmic 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46051]",human
CLDN17,ENSG00000156282,ortholog_one2one,85.2679,CLDN17,21,protein_coding,claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038],human
NSG2,ENSG00000170091,ortholog_one2one,99.4152,NSG2,5,protein_coding,neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955],human
FBXW11,ENSG00000072803,ortholog_one2one,94.1385,FBXW11,5,protein_coding,F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
CCL22,ENSG00000102962,ortholog_one2one,67.7419,CCL22,16,protein_coding,C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621],human
RSPRY1,ENSG00000159579,ortholog_one2one,92.0139,RSPRY1,16,protein_coding,ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29420],human
CPNE2,ENSG00000140848,ortholog_one2one,95.2555,CPNE2,16,protein_coding,copine 2 [Source:HGNC Symbol;Acc:HGNC:2315],human
NLRC5,ENSG00000140853,ortholog_one2one,71.329,NLRC5,16,protein_coding,NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933],human
NRG1,ENSG00000157168,ortholog_one2one,72.9688,NRG1,8,protein_coding,neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997],human
CETP,ENSG00000087237,ortholog_one2one,72.4138,CETP,16,protein_coding,cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869],human
Herpud1,ENSG00000051108,ortholog_one2one,89.2583,HERPUD1,16,protein_coding,homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744],human
SLC12A3,ENSG00000070915,ortholog_one2one,91.381,SLC12A3,16,protein_coding,solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912],human
NSUN3,ENSG00000178694,ortholog_one2one,83.5294,NSUN3,3,protein_coding,NOP2/Sun RNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:26208],human
ABI3BP,ENSG00000154175,ortholog_one2one,73.5722,ABI3BP,3,protein_coding,ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265],human
NUP93,ENSG00000102900,ortholog_one2one,94.7497,NUP93,16,protein_coding,nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958],human
MT4,ENSG00000102891,ortholog_one2one,88.7097,MT4,16,protein_coding,metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705],human
BBS2,ENSG00000125124,ortholog_one2one,89.7365,BBS2,16,protein_coding,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],human
TFG,ENSG00000114354,ortholog_one2one,94.25,TFG,3,protein_coding,trafficking from ER to golgi regulator [Source:HGNC Symbol;Acc:HGNC:11758],human
OGFOD1,ENSG00000087263,ortholog_one2one,86.7159,OGFOD1,16,protein_coding,2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585],human
SGCZ,ENSG00000185053,ortholog_one2one,95.8333,SGCZ,8,protein_coding,sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075],human
ADGRG7,ENSG00000144820,ortholog_one2one,73.4003,ADGRG7,3,protein_coding,adhesion G protein-coupled receptor G7 [Source:HGNC Symbol;Acc:HGNC:19241],human
NUDT21,ENSG00000167005,ortholog_one2one,99.5595,NUDT21,16,protein_coding,nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870],human
TMEM45A,ENSG00000181458,ortholog_one2one,78.9091,TMEM45A,3,protein_coding,transmembrane protein 45A [Source:HGNC Symbol;Acc:HGNC:25480],human
STX19,ENSG00000178750,ortholog_one2one,87.7551,STX19,3,protein_coding,syntaxin 19 [Source:HGNC Symbol;Acc:HGNC:19300],human
PROS1,ENSG00000184500,ortholog_one2one,81.5089,PROS1,3,protein_coding,protein S [Source:HGNC Symbol;Acc:HGNC:9456],human
GTF2E2,ENSG00000197265,ortholog_one2one,95.189,GTF2E2,8,protein_coding,general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651],human
IRX6,ENSG00000159387,ortholog_one2one,78.0269,IRX6,16,protein_coding,iroquois homeobox 6 [Source:HGNC Symbol;Acc:HGNC:14675],human
TOMM70,ENSG00000154174,ortholog_one2one,97.6974,TOMM70,3,protein_coding,translocase of outer mitochondrial membrane 70 [Source:HGNC Symbol;Acc:HGNC:11985],human
IRX5,ENSG00000176842,ortholog_one2one,96.4803,IRX5,16,protein_coding,iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361],human
NIT2,ENSG00000114021,ortholog_one2one,92.3913,NIT2,3,protein_coding,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878],human
SLC6A2,ENSG00000103546,ortholog_one2one,92.0583,SLC6A2,16,protein_coding,solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048],human
LPCAT2,ENSG00000087253,ortholog_one2one,90.8088,LPCAT2,16,protein_coding,lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032],human
EPHA3,ENSG00000044524,ortholog_one2one,96.4395,EPHA3,3,protein_coding,EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387],human
MMP2,ENSG00000087245,ortholog_one2one,94.3939,MMP2,16,protein_coding,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166],human
PPP2CB,ENSG00000104695,ortholog_one2one,94.4984,PPP2CB,8,protein_coding,protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300],human
TEX15,ENSG00000133863,ortholog_one2one,63.5246,TEX15,8,protein_coding,"testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]",human
CX3CL1,ENSG00000006210,ortholog_one2one,65.995,CX3CL1,16,protein_coding,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],human
CRYBG3,ENSG00000080200,ortholog_one2one,70.404,CRYBG3,3,protein_coding,crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427],human
PURG,ENSG00000172733,ortholog_one2one,84.7262,PURG,8,protein_coding,purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930],human
ARL6,ENSG00000113966,ortholog_one2one,93.5484,ARL6,3,protein_coding,ARF like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210],human
WRN,ENSG00000165392,ortholog_one2one,75.5587,WRN,8,protein_coding,WRN RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:12791],human
TBC1D23,ENSG00000036054,ortholog_one2one,94.9928,TBC1D23,3,protein_coding,TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622],human
IRX3,ENSG00000177508,ortholog_one2one,94.012,IRX3,16,protein_coding,iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360],human
EPHA6,ENSG00000080224,ortholog_one2one,89.646,EPHA6,3,protein_coding,EPH receptor A6 [Source:HGNC Symbol;Acc:HGNC:19296],human
FTO,ENSG00000140718,ortholog_one2one,88.5149,FTO,16,protein_coding,FTO alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:24678],human
RPGRIP1L,ENSG00000103494,ortholog_one2one,85.0951,RPGRIP1L,16,protein_coding,RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168],human
AKTIP,ENSG00000166971,ortholog_one2one,96.2329,AKTIP,16,protein_coding,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710],human
RBL2,ENSG00000103479,ortholog_one2one,95.1712,RBL2,16,protein_coding,RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894],human
