heterocephalus_glaber_female_gene,homo_sapiens_gene,orthology_type,perc_id,dn_ds
NUDCD3,ENSG00000015676,ortholog_one2one,83.1025,
EPHX3,ENSG00000105131,ortholog_one2one,83.3333,
BRD4,ENSG00000141867,ortholog_one2one,95.8884,
AKAP8,ENSG00000105127,ortholog_one2one,83.3815,
AKAP8L,ENSG00000011243,ortholog_one2one,93.3437,
ANKRD50,ENSG00000151458,ortholog_one2one,96.8509,
RASAL3,ENSG00000105122,ortholog_one2one,81.4045,
PGLYRP2,ENSG00000161031,ortholog_one2one,63.0208,
TNIP3,ENSG00000050730,ortholog_one2one,73.2308,
ADGRL1,ENSG00000072071,ortholog_one2one,98.2301,
U6,ENSG00000252980,ortholog_one2one,67.0,
Metazoa_SRP,ENSG00000240347,ortholog_one2one,68.4931,
SMAD2,ENSG00000175387,ortholog_one2one,100.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
RLN3,ENSG00000171136,ortholog_one2one,76.7606,
U6,ENSG00000252980,ortholog_one2one,67.0,
IL27RA,ENSG00000104998,ortholog_one2one,63.522,
MISP3,ENSG00000141854,ortholog_one2one,73.9726,
ASNA1,ENSG00000198356,ortholog_one2one,87.069,
MAD2L1,ENSG00000164109,ortholog_one2one,86.8293,
DAND5,ENSG00000179284,ortholog_one2one,54.4974,
SKOR2,ENSG00000215474,ortholog_one2one,89.064,
NFIX,ENSG00000008441,ortholog_one2one,94.0239,
PSTPIP2,ENSG00000152229,ortholog_one2one,87.1257,
LYL1,ENSG00000104903,ortholog_one2one,68.2143,
BBS12,ENSG00000181004,ortholog_one2one,79.4366,
NACC1,ENSG00000160877,ortholog_one2one,89.9431,
AFG2A,ENSG00000145375,ortholog_one2one,87.794,
IER2,ENSG00000160888,ortholog_one2one,79.3722,
NUDT6,ENSG00000170917,ortholog_one2one,81.962,
ERLIN2,ENSG00000147475,ortholog_one2one,96.4602,
DDX39A,ENSG00000123136,ortholog_one2one,96.2529,
SPRY1,ENSG00000164056,ortholog_one2one,95.9248,
FUT10,ENSG00000172728,ortholog_one2one,81.6284,
PKN1,ENSG00000123143,ortholog_one2one,91.7197,
SYNPO2,ENSG00000172403,ortholog_one2one,84.0603,
PTGER1,ENSG00000160951,ortholog_one2one,86.3184,
C19orf67,ENSG00000188032,ortholog_one2one,75.6983,
MAK16,ENSG00000198042,ortholog_one2one,86.3333,
SEC24D,ENSG00000150961,ortholog_one2one,90.0194,
TTI2,ENSG00000129696,ortholog_one2one,76.9685,
METTL14,ENSG00000145388,ortholog_one2one,98.4649,
RNF122,ENSG00000133874,ortholog_one2one,96.7742,
KCNU1,ENSG00000215262,ortholog_one2one,71.6275,
PRSS12,ENSG00000164099,ortholog_one2one,75.5429,
PRDM5,ENSG00000138738,ortholog_one2one,91.9048,
CYP4F22,ENSG00000171954,ortholog_one2one,89.6422,
BEST2,ENSG00000039987,ortholog_one2one,80.1572,
HOOK2,ENSG00000095066,ortholog_one2one,67.733,
SMIM43,ENSG00000164112,ortholog_one2one,92.0635,
RNASEH2A,ENSG00000105613,ortholog_one2one,8.40764,
CCKBR,ENSG00000110148,ortholog_one2one,92.17,
FAM160A2,ENSG00000051009,ortholog_one2one,94.1358,
C11orf42,ENSG00000180878,ortholog_one2one,83.4835,
HDHD2,ENSG00000167220,ortholog_one2one,94.5946,
DNASE2,ENSG00000105612,ortholog_one2one,61.9444,
PIAS2,ENSG00000078043,ortholog_one2one,97.7456,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
ST8SIA5,ENSG00000101638,ortholog_one2one,98.1383,
DDHD2,ENSG00000085788,ortholog_one2one,91.7018,
PLPP5,ENSG00000147535,ortholog_one2one,91.6667,
TRIM66,ENSG00000166436,ortholog_one2one,79.3822,
NSD3,ENSG00000147548,ortholog_one2one,94.7112,
STK33,ENSG00000130413,ortholog_one2one,75.6809,
LMO1,ENSG00000166407,ortholog_one2one,94.8718,
ARK2C,ENSG00000141622,ortholog_one2one,69.9422,
FGFR1,ENSG00000077782,ortholog_one2one,98.5401,
SLC14A1,ENSG00000141469,ortholog_one2one,77.892,
PRKCDBP,ENSG00000170955,ortholog_one2one,87.3563,
ARK2N,ENSG00000152242,ortholog_one2one,97.0297,
RIC3,ENSG00000166405,ortholog_one2one,87.2629,
TUB,ENSG00000079841,ortholog_one2one,28.0733,
UNC5D,ENSG00000156687,ortholog_one2one,96.852,
EIF3F,ENSG00000175390,ortholog_one2one,92.437,
DUSP26,ENSG00000133878,ortholog_one2one,72.0379,
RIT2,ENSG00000152214,ortholog_one2one,69.1244,
OVCH2,ENSG00000183378,ortholog_one2one,78.2301,
PROSC,ENSG00000147471,ortholog_one2one,82.9091,
CYB5R2,ENSG00000166394,ortholog_one2one,65.5797,
GINS4,ENSG00000147536,ortholog_one2one,90.1345,
PPFIBP2,ENSG00000166387,ortholog_one2one,82.5342,
AGPAT6,ENSG00000158669,ortholog_one2one,98.2456,
NAPG,ENSG00000134265,ortholog_one2one,91.3462,
OLFML1,ENSG00000183801,ortholog_one2one,84.5771,
PIEZO2,ENSG00000154864,ortholog_one2one,84.6771,
ZMAT4,ENSG00000165061,ortholog_one2one,92.1397,
SYT9,ENSG00000170743,ortholog_one2one,97.3523,
ADGRA2,ENSG00000020181,ortholog_one2one,85.5007,
BRF2,ENSG00000104221,ortholog_one2one,86.8735,
MRPL17,ENSG00000158042,ortholog_one2one,88.5714,
ZNF703,ENSG00000183779,ortholog_one2one,93.8983,
PTPRM,ENSG00000173482,ortholog_one2one,96.1092,
NKX6-3,ENSG00000165066,ortholog_one2one,93.9623,
DCHS1,ENSG00000166341,ortholog_one2one,93.6931,
ANK1,ENSG00000029534,ortholog_one2one,90.6383,
PNPLA4,ENSG00000006757,ortholog_one2one,88.1423,
TPP1,ENSG00000166340,ortholog_one2one,88.2771,
TAF10,ENSG00000166337,ortholog_one2one,95.8716,
ILK,ENSG00000166333,ortholog_one2one,99.7788,
RRP8,ENSG00000132275,ortholog_one2one,79.8246,
EIF4G2,ENSG00000110321,ortholog_one2one,99.559,
SEH1L,ENSG00000085415,ortholog_one2one,95.962,
U6,ENSG00000252980,ortholog_one2one,67.0,
CTR9,ENSG00000198730,ortholog_one2one,97.1014,
CEP192,ENSG00000101639,ortholog_one2one,64.7221,
U6,ENSG00000252980,ortholog_one2one,67.0,
KAT6A,ENSG00000083168,ortholog_one2one,92.2156,
IRAG1,ENSG00000072952,ortholog_one2one,79.7149,
IDO1,ENSG00000131203,ortholog_one2one,66.005,
LYVE1,ENSG00000133800,ortholog_one2one,72.3602,
IDO2,ENSG00000188676,ortholog_one2one,76.1671,
RNF141,ENSG00000110315,ortholog_one2one,97.8261,
STAR,ENSG00000147465,ortholog_one2one,87.7193,
AMPD3,ENSG00000133805,ortholog_one2one,95.0456,
LSM1,ENSG00000175324,ortholog_one2one,90.2256,
BAG4,ENSG00000156735,ortholog_one2one,66.9584,
ADM,ENSG00000148926,ortholog_one2one,63.2432,
SBF2,ENSG00000133812,ortholog_one2one,95.7274,
FAM210A,ENSG00000177150,ortholog_one2one,77.9412,
AP3M2,ENSG00000070718,ortholog_one2one,91.866,
MTCL1,ENSG00000168502,ortholog_one2one,60.5669,
PLAT,ENSG00000104368,ortholog_one2one,81.6726,
ANKRD12,ENSG00000101745,ortholog_one2one,88.4578,
WEE1,ENSG00000166483,ortholog_one2one,86.9969,
TACC1,ENSG00000147526,ortholog_one2one,82.1118,
CIDEA,ENSG00000176194,ortholog_one2one,63.9269,
LAMA1,ENSG00000101680,ortholog_one2one,72.3577,
GOT1L1,ENSG00000169154,ortholog_one2one,69.5962,
ZNF143,ENSG00000166478,ortholog_one2one,98.9028,
ADRB3,ENSG00000188778,ortholog_one2one,78.4314,
EIF4EBP1,ENSG00000187840,ortholog_one2one,94.9153,
TWSG1,ENSG00000128791,ortholog_one2one,97.3094,
IPO7,ENSG00000205339,ortholog_one2one,99.711,
ASH2L,ENSG00000129691,ortholog_one2one,96.3376,
RALBP1,ENSG00000017797,ortholog_one2one,89.313,
PPP4R1,ENSG00000154845,ortholog_one2one,86.4211,
PLEKHA2,ENSG00000169499,ortholog_one2one,83.0588,
TMEM41B,ENSG00000166471,ortholog_one2one,94.5017,
ARHGAP28,ENSG00000088756,ortholog_one2one,81.2071,
SWAP70,ENSG00000133789,ortholog_one2one,93.6752,
HTRA4,ENSG00000169495,ortholog_one2one,67.2269,
TIMM10B,ENSG00000132286,ortholog_one2one,83.4951,
TM2D2,ENSG00000169490,ortholog_one2one,91.1215,
VAPA,ENSG00000101558,ortholog_one2one,97.1888,
ARFIP2,ENSG00000132254,ortholog_one2one,99.4135,
ADAM9,ENSG00000168615,ortholog_one2one,90.232,
TRIM3,ENSG00000110171,ortholog_one2one,98.9247,
GNAL,ENSG00000141404,ortholog_one2one,84.4978,
IKBKB,ENSG00000104365,ortholog_one2one,94.9735,
HPX,ENSG00000110169,ortholog_one2one,82.2511,
MPPE1,ENSG00000154889,ortholog_one2one,71.9697,
IMPA2,ENSG00000143869,ortholog_one2one,51.5556,
APBB1,ENSG00000166313,ortholog_one2one,94.3662,
DKK4,ENSG00000104371,ortholog_one2one,77.6786,
APCDD1,ENSG00000154856,ortholog_one2one,76.6537,
VDAC3,ENSG00000078668,ortholog_one2one,97.8799,
AFG3L2,ENSG00000141385,ortholog_one2one,91.7189,
SLC20A2,ENSG00000168575,ortholog_one2one,93.5583,
SMPD1,ENSG00000166311,ortholog_one2one,82.8843,
DENND5A,ENSG00000184014,ortholog_one2one,97.9798,
PRELID3A,ENSG00000141391,ortholog_one2one,83.1395,
SPIRE1,ENSG00000134278,ortholog_one2one,77.381,
CHRNB3,ENSG00000147432,ortholog_one2one,90.6114,
SCUBE2,ENSG00000175356,ortholog_one2one,91.9261,
CEP76,ENSG00000101624,ortholog_one2one,95.2959,
LRRC30,ENSG00000206422,ortholog_one2one,88.3721,
NRIP3,ENSG00000175352,ortholog_one2one,93.361,
TMEM9B,ENSG00000175348,ortholog_one2one,92.9293,
DNAJB1,ENSG00000132002,ortholog_one2one,96.7647,
C11orf16,ENSG00000176029,ortholog_one2one,65.7388,
AKIP1,ENSG00000166452,ortholog_one2one,78.0952,
U6,ENSG00000252980,ortholog_one2one,67.0,
DENND2B,ENSG00000166444,ortholog_one2one,61.8294,
NDUFB7,ENSG00000099795,ortholog_one2one,83.9416,
ZBED5,ENSG00000236287,ortholog_one2one,94.6609,
ZSWIM4,ENSG00000132003,ortholog_one2one,91.2297,
OR52W1,ENSG00000175485,ortholog_one2one,85.9375,
OR52B2,ENSG00000255307,ortholog_one2one,85.4489,
DHPS,ENSG00000095059,ortholog_one2one,82.9268,
OR56B4,ENSG00000180919,ortholog_one2one,73.9812,
WDR83,ENSG00000123154,ortholog_one2one,93.0159,
CCDC130,ENSG00000104957,ortholog_one2one,81.3131,
OR56A4,ENSG00000183389,ortholog_one2one,87.2204,
RAB31,ENSG00000168461,ortholog_one2one,88.2051,
OR52E5,ENSG00000277932,ortholog_one2one,85.6269,
MRI1,ENSG00000037757,ortholog_one2one,84.5528,
C19orf53,ENSG00000104979,ortholog_one2one,60.6061,
OR52N4,ENSG00000181074,ortholog_one2one,86.9159,
FBXW9,ENSG00000132004,ortholog_one2one,81.0044,
NANOS3,ENSG00000187556,ortholog_one2one,70.3125,
OR5P3,ENSG00000182334,ortholog_one2one,78.7781,
OR2D3,ENSG00000178358,ortholog_one2one,81.2121,
OR2D2,ENSG00000166368,ortholog_one2one,85.3896,
OR10A4,ENSG00000170782,ortholog_one2one,89.2064,
OR6A2,ENSG00000184933,ortholog_one2one,91.1315,
PODNL1,ENSG00000132000,ortholog_one2one,73.3449,
DCAF15,ENSG00000132017,ortholog_one2one,92.0,
RFX1,ENSG00000132005,ortholog_one2one,92.4413,
ASCL3,ENSG00000176009,ortholog_one2one,82.3204,
SLC1A6,ENSG00000105143,ortholog_one2one,96.4539,
TEKTL1,ENSG00000160994,ortholog_one2one,67.1343,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
CASP14,ENSG00000105141,ortholog_one2one,78.0992,
U6,ENSG00000252980,ortholog_one2one,67.0,
SYDE1,ENSG00000105137,ortholog_one2one,87.2109,
SNORD97,ENSG00000238622,ortholog_one2one,90.8451,
CNGA4,ENSG00000132259,ortholog_one2one,90.9565,
ILVBL,ENSG00000105135,ortholog_one2one,90.8228,
OR1I1,ENSG00000094661,ortholog_one2one,67.8873,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
GIPC1,ENSG00000123159,ortholog_one2one,94.2943,
HHAT,ENSG00000054392,ortholog_one2one,83.1643,
KCNH1,ENSG00000143473,ortholog_one2one,94.0344,
CAMK1G,ENSG00000008118,ortholog_one2one,89.7059,
LAMB3,ENSG00000196878,ortholog_one2one,80.9727,
HSD11B1,ENSG00000117594,ortholog_one2one,73.6301,
TRAF3IP3,ENSG00000009790,ortholog_one2one,78.4029,
IRF6,ENSG00000117595,ortholog_one2one,98.2869,
UTP25,ENSG00000117597,ortholog_one2one,79.6296,
SYT14,ENSG00000143469,ortholog_one2one,79.7909,
SERTAD4,ENSG00000082497,ortholog_one2one,80.8989,
TRAF5,ENSG00000082512,ortholog_one2one,85.6373,
ADAMTS16,ENSG00000145536,ortholog_one2one,81.9444,
ICE1,ENSG00000164151,ortholog_one2one,65.7105,
ERBB2IP,ENSG00000112851,ortholog_one2one,91.6431,
U5,ENSG00000252410,ortholog_one2one,55.6522,
NLN,ENSG00000123213,ortholog_one2one,92.8977,
SGTB,ENSG00000197860,ortholog_one2one,94.7368,
TRAPPC13,ENSG00000113597,ortholog_one2one,92.8058,
TRIM23,ENSG00000113595,ortholog_one2one,97.7352,
CD180,ENSG00000134061,ortholog_one2one,77.6097,
MAST4,ENSG00000069020,ortholog_one2one,84.674,
IRX1,ENSG00000170549,ortholog_one2one,92.7083,
PIK3R1,ENSG00000145675,ortholog_one2one,97.0994,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SREK1,ENSG00000153914,ortholog_one2one,78.8462,
MTMR12,ENSG00000150712,ortholog_one2one,93.9759,
GOLPH3,ENSG00000113384,ortholog_one2one,97.9866,
DROSHA,ENSG00000113360,ortholog_one2one,98.1077,
CDH10,ENSG00000040731,ortholog_one2one,97.5888,
SUB1,ENSG00000113387,ortholog_one2one,98.4252,
ZFR,ENSG00000056097,ortholog_one2one,98.324,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
TAGAP,ENSG00000164691,ortholog_one2one,72.9138,
SYTL3,ENSG00000164674,ortholog_one2one,81.3115,
DYNLT1,ENSG00000146425,ortholog_one2one,79.646,
MOXD1,ENSG00000079931,ortholog_one2one,86.2969,
STX7,ENSG00000079950,ortholog_one2one,92.3372,
GRM1,ENSG00000152822,ortholog_one2one,95.1424,
SHPRH,ENSG00000146414,ortholog_one2one,89.3642,
FBXO30,ENSG00000118496,ortholog_one2one,90.0671,
EPM2A,ENSG00000112425,ortholog_one2one,74.9245,
HECA,ENSG00000112406,ortholog_one2one,93.7385,
REPS1,ENSG00000135597,ortholog_one2one,96.608,
ECT2L,ENSG00000203734,ortholog_one2one,79.8673,
CCDC28A,ENSG00000024862,ortholog_one2one,96.7391,
BIRC6,ENSG00000115760,ortholog_one2one,97.5499,
CAPN13,ENSG00000162949,ortholog_one2one,68.012,
GALNT14,ENSG00000158089,ortholog_one2one,91.8478,
XDH,ENSG00000158125,ortholog_one2one,89.1223,
QPCT,ENSG00000115828,ortholog_one2one,86.1496,
LCLAT1,ENSG00000172954,ortholog_one2one,93.3511,
GALM,ENSG00000143891,ortholog_one2one,84.5029,
SRSF7,ENSG00000115875,ortholog_one2one,95.3782,
GEMIN6,ENSG00000152147,ortholog_one2one,86.2275,
DHX57,ENSG00000163214,ortholog_one2one,90.2597,
SOS1,ENSG00000115904,ortholog_one2one,97.7494,
CAPN14,ENSG00000214711,ortholog_one2one,69.883,
EHD3,ENSG00000013016,ortholog_one2one,96.0748,
CDC42EP3,ENSG00000163171,ortholog_one2one,95.6693,
CDKL4,ENSG00000205111,ortholog_one2one,85.0877,
MAP4K3,ENSG00000011566,ortholog_one2one,97.2036,
HEBP2,ENSG00000051620,ortholog_one2one,84.3902,
ARFGEF3,ENSG00000112379,ortholog_one2one,94.2582,
UTRN,ENSG00000152818,ortholog_one2one,88.9601,
STX11,ENSG00000135604,ortholog_one2one,87.4564,
PERP,ENSG00000112378,ortholog_one2one,88.0829,
ADGRG6,ENSG00000112414,ortholog_one2one,88.48,
PEX3,ENSG00000034693,ortholog_one2one,95.4424,
ADAT2,ENSG00000189007,ortholog_one2one,72.2513,
AIG1,ENSG00000146416,ortholog_one2one,75.2101,
HIVEP2,ENSG00000010818,ortholog_one2one,90.5969,
PHACTR2,ENSG00000112419,ortholog_one2one,82.0155,
ZC2HC1B,ENSG00000118491,ortholog_one2one,76.1261,
LTV1,ENSG00000135521,ortholog_one2one,87.1579,
PLAGL1,ENSG00000118495,ortholog_one2one,83.1534,
SF3B5,ENSG00000169976,ortholog_one2one,100.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
LIMS1,ENSG00000169756,ortholog_one2one,94.9555,
PDE10A,ENSG00000112541,ortholog_one2one,89.1943,
GCC2,ENSG00000135968,ortholog_one2one,82.6603,
IYD,ENSG00000009765,ortholog_one2one,86.8512,
CRACDL,ENSG00000196872,ortholog_one2one,64.8649,
PACRG,ENSG00000112530,ortholog_one2one,97.2763,
PAX8,ENSG00000125618,ortholog_one2one,98.4444,
ESR1,ENSG00000091831,ortholog_one2one,85.7143,
SASH1,ENSG00000111961,ortholog_one2one,83.4804,
REV1,ENSG00000135945,ortholog_one2one,88.5691,
CCR6,ENSG00000112486,ortholog_one2one,76.738,
EIF5B,ENSG00000158417,ortholog_one2one,85.8197,
FGFR1OP,ENSG00000213066,ortholog_one2one,89.7243,
CCDC170,ENSG00000120262,ortholog_one2one,83.0769,
RPS6KA2,ENSG00000071242,ortholog_one2one,96.0437,
MPC1,ENSG00000060762,ortholog_one2one,94.4954,
SRD5A2,ENSG00000277893,ortholog_one2one,80.315,
RMDN2,ENSG00000115841,ortholog_one2one,82.439,
NUP43,ENSG00000120253,ortholog_one2one,90.7895,
CYP1B1,ENSG00000138061,ortholog_one2one,79.9263,
YPEL5,ENSG00000119801,ortholog_one2one,100.0,
RMND1,ENSG00000155906,ortholog_one2one,84.4098,
VIT,ENSG00000205221,ortholog_one2one,81.5296,
STRN,ENSG00000115808,ortholog_one2one,96.2821,
AKAP12,ENSG00000131016,ortholog_one2one,55.3872,
TAB2,ENSG00000055208,ortholog_one2one,95.5267,
HEATR5B,ENSG00000008869,ortholog_one2one,96.8614,
LYG2,ENSG00000185674,ortholog_one2one,75.9434,
IL1R1,ENSG00000115594,ortholog_one2one,66.7838,
EIF2AK2,ENSG00000055332,ortholog_one2one,53.3575,
UST,ENSG00000111962,ortholog_one2one,96.798,
MTHFD1L,ENSG00000120254,ortholog_one2one,91.5133,
SULT6B1,ENSG00000138068,ortholog_one2one,84.8185,
CEBPZ,ENSG00000115816,ortholog_one2one,84.63,
NDUFAF7,ENSG00000003509,ortholog_one2one,85.2608,
PRKD3,ENSG00000115825,ortholog_one2one,95.0562,
ZC3H12D,ENSG00000178199,ortholog_one2one,61.6698,
C6orf118,ENSG00000112539,ortholog_one2one,61.4072,
DPY30,ENSG00000162961,ortholog_one2one,98.9899,
SLC30A6,ENSG00000152683,ortholog_one2one,95.6616,
NLRC4,ENSG00000091106,ortholog_one2one,81.7383,
EDAR,ENSG00000135960,ortholog_one2one,89.0625,
YIPF4,ENSG00000119820,ortholog_one2one,97.541,
CCDC138,ENSG00000163006,ortholog_one2one,81.5038,
TBXT,ENSG00000164458,ortholog_one2one,90.1376,
IL18R1,ENSG00000115604,ortholog_one2one,61.9224,
LATS1,ENSG00000131023,ortholog_one2one,95.2212,
KATNA1,ENSG00000186625,ortholog_one2one,96.1303,
CHCHD5,ENSG00000125611,ortholog_one2one,85.4545,
GINM1,ENSG00000055211,ortholog_one2one,85.4545,
PPIL4,ENSG00000131013,ortholog_one2one,97.1545,
POLR1B,ENSG00000125630,ortholog_one2one,91.1013,
RPS3A,ENSG00000145425,ortholog_one2one,100.0,
IL1RN,ENSG00000136689,ortholog_one2one,66.6667,
SULT1C2,ENSG00000198203,ortholog_one2one,80.7432,
SULT1C3,ENSG00000196228,ortholog_one2one,59.2105,
TXNDC9,ENSG00000115514,ortholog_one2one,93.8053,
IL1RL1,ENSG00000115602,ortholog_one2one,69.6043,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
ARHGEF33,ENSG00000214694,ortholog_one2one,85.1724,
SFT2D1,ENSG00000198818,ortholog_one2one,69.8113,
RANBP2,ENSG00000153201,ortholog_one2one,82.103,
LIPT1,ENSG00000144182,ortholog_one2one,87.9357,
TSGA10,ENSG00000135951,ortholog_one2one,91.9771,
TTL,ENSG00000114999,ortholog_one2one,94.695,
ST6GAL2,ENSG00000144057,ortholog_one2one,72.7788,
LRATD2,ENSG00000168672,ortholog_one2one,90.3226,
TRIB1,ENSG00000173334,ortholog_one2one,93.0107,
ALB,ENSG00000163631,ortholog_one2one,70.4434,
FBXO32,ENSG00000156804,ortholog_one2one,95.493,
KLHL38,ENSG00000175946,ortholog_one2one,81.7556,
ANXA13,ENSG00000104537,ortholog_one2one,86.3924,
FER1L6,ENSG00000214814,ortholog_one2one,84.2219,
IL1RL2,ENSG00000115598,ortholog_one2one,67.3043,
SLC9A4,ENSG00000180251,ortholog_one2one,84.3358,
IL1R2,ENSG00000115590,ortholog_one2one,60.5528,
MAP4K4,ENSG00000071054,ortholog_one2one,97.9046,
RFX8,ENSG00000196460,ortholog_one2one,66.3848,
IL36G,ENSG00000284873,ortholog_one2one,29.3478,
SLC5A7,ENSG00000115665,ortholog_one2one,92.069,
LYG1,ENSG00000144214,ortholog_one2one,76.8041,
ECRG4,ENSG00000119147,ortholog_one2one,85.1351,
IL18RAP,ENSG00000115607,ortholog_one2one,64.2738,
FHL2,ENSG00000115641,ortholog_one2one,88.8889,
AFP,ENSG00000081051,ortholog_one2one,74.22,
C2orf49,ENSG00000135974,ortholog_one2one,87.069,
TBC1D8,ENSG00000204634,ortholog_one2one,88.4848,
IL1F10,ENSG00000136697,ortholog_one2one,82.8947,
MYC,ENSG00000136997,ortholog_one2one,87.0044,
AFM,ENSG00000079557,ortholog_one2one,50.0835,
CREG2,ENSG00000175874,ortholog_one2one,76.8966,
TGFBRAP1,ENSG00000135966,ortholog_one2one,86.0465,
DERL1,ENSG00000136986,ortholog_one2one,72.9084,
NPAS2,ENSG00000170485,ortholog_one2one,85.5583,
TBC1D31,ENSG00000156787,ortholog_one2one,86.6792,
ZHX1,ENSG00000165156,ortholog_one2one,93.5853,
IL36RN,ENSG00000136695,ortholog_one2one,85.8064,
Has2,ENSG00000170961,ortholog_one2one,98.913,
IL36B,ENSG00000136696,ortholog_one2one,62.4204,
TMEM182,ENSG00000170417,ortholog_one2one,84.2795,
ELAC1,ENSG00000141642,ortholog_one2one,95.0413,
SMAD4,ENSG00000141646,ortholog_one2one,99.0942,
GPR45,ENSG00000135973,ortholog_one2one,88.4409,
ASAP1,ENSG00000153317,ortholog_one2one,96.5456,
MEX3C,ENSG00000176624,ortholog_one2one,89.9848,
IL1B,ENSG00000125538,ortholog_one2one,69.5167,
MBD1,ENSG00000141644,ortholog_one2one,84.1322,
IL1A,ENSG00000115008,ortholog_one2one,57.9336,
CKAP2L,ENSG00000169607,ortholog_one2one,72.7517,
GSDMC,ENSG00000147697,ortholog_one2one,54.3307,
TRMT12,ENSG00000183665,ortholog_one2one,83.2589,
DCC,ENSG00000187323,ortholog_one2one,96.8901,
CNOT11,ENSG00000158435,ortholog_one2one,96.8627,
RNF139,ENSG00000170881,ortholog_one2one,93.0723,
OLFM3,ENSG00000118733,ortholog_one2one,95.8515,
SLC9A2,ENSG00000115616,ortholog_one2one,89.0394,
MBD2,ENSG00000134046,ortholog_one2one,97.3236,
POLI,ENSG00000101751,ortholog_one2one,76.4865,
NDUFB9,ENSG00000147684,ortholog_one2one,85.4749,
MRPS9,ENSG00000135972,ortholog_one2one,76.0101,
MTSS1,ENSG00000170873,ortholog_one2one,92.9801,
DBT,ENSG00000137992,ortholog_one2one,88.5892,
ZNF572,ENSG00000180938,ortholog_one2one,79.5841,
SQLE,ENSG00000104549,ortholog_one2one,80.3136,
POU3F3,ENSG00000198914,ortholog_one2one,87.4,
ACAA2,ENSG00000167315,ortholog_one2one,88.9169,
RTCA,ENSG00000137996,ortholog_one2one,93.9891,
WASHC5,ENSG00000164961,ortholog_one2one,96.1173,
CDC14A,ENSG00000079335,ortholog_one2one,89.899,
TSHZ1,ENSG00000179981,ortholog_one2one,91.6435,
NSMCE2,ENSG00000156831,ortholog_one2one,87.0445,
SH3RF3,ENSG00000172985,ortholog_one2one,72.449,
SALL3,ENSG00000256463,ortholog_one2one,84.0769,
PLPPR4,ENSG00000117600,ortholog_one2one,97.9021,
FAM49B,ENSG00000153310,ortholog_one2one,93.5185,
FRRS1,ENSG00000156869,ortholog_one2one,83.277,
NFATC1,ENSG00000131196,ortholog_one2one,85.3659,
PALMD,ENSG00000099260,ortholog_one2one,82.9401,
AGL,ENSG00000162688,ortholog_one2one,92.9504,
LIPG,ENSG00000101670,ortholog_one2one,84.4,
SKA1,ENSG00000154839,ortholog_one2one,84.7059,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SNORD89,ENSG00000212283,ortholog_one2one,86.8421,
U6,ENSG00000252980,ortholog_one2one,67.0,
SLC20A1,ENSG00000144136,ortholog_one2one,91.8998,
GALR1,ENSG00000166573,ortholog_one2one,89.1117,
MRO,ENSG00000134042,ortholog_one2one,74.5968,
SLC35A3,ENSG00000117620,ortholog_one2one,93.5385,
SASS6,ENSG00000156876,ortholog_one2one,88.2801,
TLE1,ENSG00000196781,ortholog_one2one,98.7013,
TRMT13,ENSG00000122435,ortholog_one2one,91.0603,
LRRC39,ENSG00000122477,ortholog_one2one,91.9403,
S1PR1,ENSG00000170989,ortholog_one2one,94.7644,
U6,ENSG00000252980,ortholog_one2one,67.0,
DPH5,ENSG00000117543,ortholog_one2one,90.1754,
TLE4,ENSG00000106829,ortholog_one2one,98.9651,
SLC30A7,ENSG00000162695,ortholog_one2one,93.0851,
U6,ENSG00000252980,ortholog_one2one,67.0,
EXTL2,ENSG00000162694,ortholog_one2one,87.5758,
U6,ENSG00000252980,ortholog_one2one,67.0,
SNORD58,ENSG00000202093,ortholog_one2one,90.625,
U6,ENSG00000252980,ortholog_one2one,67.0,
SNORD58,ENSG00000202093,ortholog_one2one,90.625,
SNORD58,ENSG00000202093,ortholog_one2one,90.625,
RNPC3,ENSG00000185946,ortholog_one2one,91.6828,
