gene_id,gene_name,chromosome,biotype,description,species
ENSHGLG00000003160,STAT4,3,protein_coding,signal transducer and activator of transcription 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J7T0],naked_mole_rat
ENSHGLG00000003617,STAT1,3,protein_coding,signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362],naked_mole_rat
ENSHGLG00000008402,EPB41L5,3,protein_coding,erythrocyte membrane protein band 4.1 like 5 [Source:UniProtKB Gene Name;Acc:G5B4R3],naked_mole_rat
ENSHGLG00000048389,,3,protein_coding,,naked_mole_rat
ENSHGLG00000041459,,3,protein_coding,,naked_mole_rat
ENSHGLG00000037096,RALB,3,protein_coding,RAS like proto-onco B [Source:UniProtKB Gene Name;Acc:A0A0P6JCL2],naked_mole_rat
ENSHGLG00000002797,,3,protein_coding,dynein axonemal heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:18661],naked_mole_rat
ENSHGLG00000048151,INSIG2,3,protein_coding,insulin induced gene 2 [Source:HGNC Symbol;Acc:HGNC:20452],naked_mole_rat
ENSHGLG00000017852,C2orf76,3,protein_coding,chromosome 2 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:27017],naked_mole_rat
ENSHGLG00000017824,,3,protein_coding,,naked_mole_rat
ENSHGLG00000015203,,3,protein_coding,,naked_mole_rat
ENSHGLG00000032912,,3,protein_coding,,naked_mole_rat
ENSHGLG00000045287,,3,protein_coding,,naked_mole_rat
ENSHGLG00000004693,,3,protein_coding,,naked_mole_rat
ENSHGLG00000011282,,3,protein_coding,,naked_mole_rat
ENSHGLG00000009209,INHBB,3,protein_coding,inhibin subunit beta B [Source:HGNC Symbol;Acc:HGNC:6067],naked_mole_rat
ENSHGLG00000015189,TMEM37,3,protein_coding,transmembrane protein 37 [Source:UniProtKB Gene Name;Acc:G5AW91],naked_mole_rat
ENSHGLG00000007656,ACTR3,3,protein_coding,actin related protein 3 [Source:UniProtKB Gene Name;Acc:A0A0N8EST3],naked_mole_rat
ENSHGLG00000014846,,3,protein_coding,,naked_mole_rat
ENSHGLG00000044680,,3,protein_coding,,naked_mole_rat
ENSHGLG00000001132,,3,protein_coding,,naked_mole_rat
ENSHGLG00000001277,,3,pseudogene,,naked_mole_rat
ENSHGLG00000008502,EN1,3,protein_coding,engrailed homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3342],naked_mole_rat
ENSHGLG00000001338,NEMP2,3,protein_coding,nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700],naked_mole_rat
ENSHGLG00000041072,TFCP2L1,3,protein_coding,transcription factor CP2 like 1 [Source:UniProtKB Gene Name;Acc:G5B4R1],naked_mole_rat
ENSHGLG00000001558,MFSD6,3,protein_coding,major facilitator superfamily domain containing 6 [Source:UniProtKB Gene Name;Acc:A0A0P6JTQ7],naked_mole_rat
ENSHGLG00000008239,CLASP1,3,protein_coding,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088],naked_mole_rat
ENSHGLG00000032929,INPP1,3,protein_coding,inositol polyphosphate-1-phosphatase [Source:UniProtKB Gene Name;Acc:A0A0P6J489],naked_mole_rat
ENSHGLG00000002337,HIBCH,3,protein_coding,3-hydroxyisobutyryl-CoA hydrolase [Source:UniProtKB Gene Name;Acc:A0A0P6J692],naked_mole_rat
ENSHGLG00000044500,,3,protein_coding,,naked_mole_rat
ENSHGLG00000014352,,3,protein_coding,transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867],naked_mole_rat
ENSHGLG00000038831,,3,protein_coding,,naked_mole_rat
ENSHGLG00000042578,,3,protein_coding,,naked_mole_rat
ENSHGLG00000040375,,3,protein_coding,,naked_mole_rat
ENSHGLG00000046833,,3,lncRNA,,naked_mole_rat
ENSHGLG00000032707,,3,lncRNA,,naked_mole_rat
ENSHGLG00000040867,,3,lncRNA,,naked_mole_rat
ENSHGLG00000045373,,3,lncRNA,,naked_mole_rat
ENSHGLG00000035574,,3,lncRNA,,naked_mole_rat
ENSHGLG00000047774,,3,lncRNA,,naked_mole_rat
ENSHGLG00000037727,,3,lncRNA,,naked_mole_rat
ENSHGLG00000041749,,3,lncRNA,,naked_mole_rat
ENSHGLG00000034247,,3,lncRNA,,naked_mole_rat
ENSHGLG00000048845,,3,lncRNA,,naked_mole_rat
ENSHGLG00000029415,,3,lncRNA,,naked_mole_rat
ENSHGLG00000042408,,3,protein_coding,,naked_mole_rat
ENSHGLG00000035501,,3,protein_coding,,naked_mole_rat
ENSHGLG00000040617,,3,lncRNA,,naked_mole_rat
ENSHGLG00000045776,,3,lncRNA,,naked_mole_rat
ENSHGLG00000034185,TMEM185B,3,protein_coding,transmembrane protein 185B [Source:UniProtKB Gene Name;Acc:A0A0P6JT79],naked_mole_rat
ENSHGLG00000046148,,3,lncRNA,,naked_mole_rat
ENSHGLG00000037452,,3,lncRNA,,naked_mole_rat
ENSHGLG00000033563,,3,lncRNA,,naked_mole_rat
ENSHGLG00000047599,,3,lncRNA,,naked_mole_rat
ENSHGLG00000047197,,3,lncRNA,,naked_mole_rat
ENSHGLG00000043336,,3,lncRNA,,naked_mole_rat
ENSHGLG00000035236,,3,lncRNA,,naked_mole_rat
ENSHGLG00000034825,,3,lncRNA,,naked_mole_rat
ENSHGLG00000038101,,3,lncRNA,,naked_mole_rat
ENSHGLG00000040069,,3,lncRNA,,naked_mole_rat
ENSHGLG00000035775,,3,lncRNA,,naked_mole_rat
ENSHGLG00000031897,,3,lncRNA,,naked_mole_rat
ENSHGLG00000049608,,3,lncRNA,,naked_mole_rat
ENSHGLG00000043145,,3,lncRNA,,naked_mole_rat
ENSHGLG00000044068,,3,lncRNA,,naked_mole_rat
ENSHGLG00000050930,,3,lncRNA,,naked_mole_rat
ENSHGLG00000036884,,3,lncRNA,,naked_mole_rat
ENSHGLG00000042635,,3,lncRNA,,naked_mole_rat
ENSHGLG00000036324,,3,lncRNA,,naked_mole_rat
ENSHGLG00000048924,,3,lncRNA,,naked_mole_rat
ENSHGLG00000033536,,3,lncRNA,,naked_mole_rat
ENSHGLG00000048769,,3,lncRNA,,naked_mole_rat
ENSHGLG00000047793,,3,snoRNA,,naked_mole_rat
ENSHGLG00000024316,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000038801,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000040883,,3,lncRNA,,naked_mole_rat
ENSHGLG00000033802,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000050303,,3,snRNA,,naked_mole_rat
ENSHGLG00000023387,U6,3,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000024131,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000036927,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000022335,,3,snoRNA,,naked_mole_rat
ENSHGLG00000045277,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000050351,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000036190,U2,3,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000043744,,3,protein_coding,,naked_mole_rat
ENSHGLG00000006028,,3,protein_coding,,naked_mole_rat
ENSHGLG00000039416,,4,pseudogene,,naked_mole_rat
ENSHGLG00000008137,CCDC104,4,protein_coding,,naked_mole_rat
ENSHGLG00000007808,,4,protein_coding,,naked_mole_rat
ENSHGLG00000007480,PNPT1,4,protein_coding,polyribonucleotide nucleotidyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JV03],naked_mole_rat
ENSHGLG00000007156,EFEMP1,4,protein_coding,EGF containing fibulin extracellular matrix protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JGB6],naked_mole_rat
ENSHGLG00000033420,,4,protein_coding,,naked_mole_rat
ENSHGLG00000036087,,4,protein_coding,,naked_mole_rat
ENSHGLG00000040051,CLHC1,4,protein_coding,clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26453],naked_mole_rat
ENSHGLG00000042789,RPS27A,4,protein_coding,ribosomal protein S27a [Source:UniProtKB Gene Name;Acc:G5B8W4],naked_mole_rat
ENSHGLG00000009152,MTIF2,4,protein_coding,mitochondrial translational initiation factor 2 [Source:UniProtKB Gene Name;Acc:A0A0P6K1Y9],naked_mole_rat
ENSHGLG00000021136,,4,protein_coding,,naked_mole_rat
ENSHGLG00000042061,,4,protein_coding,,naked_mole_rat
ENSHGLG00000032708,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019169,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019164,SPTBN1,4,protein_coding,"spectrin beta, non-erythrocytic 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JBS1]",naked_mole_rat
ENSHGLG00000044514,,4,protein_coding,,naked_mole_rat
ENSHGLG00000006824,CCDC85A,4,protein_coding,coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400],naked_mole_rat
ENSHGLG00000006810,,4,pseudogene,,naked_mole_rat
ENSHGLG00000019613,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019602,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019608,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019605,ERLEC1,4,protein_coding,endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222],naked_mole_rat
ENSHGLG00000019285,GPR75,4,protein_coding,G protein-coupled receptor 75 [Source:UniProtKB Gene Name;Acc:G5B8U8],naked_mole_rat
ENSHGLG00000019292,,4,protein_coding,proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635],naked_mole_rat
ENSHGLG00000032573,,4,protein_coding,,naked_mole_rat
ENSHGLG00000008470,CCDC88A,4,protein_coding,coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523],naked_mole_rat
ENSHGLG00000044471,,4,protein_coding,,naked_mole_rat
ENSHGLG00000007663,TMEM17,4,protein_coding,transmembrane protein 17 [Source:UniProtKB Gene Name;Acc:A0A0P6JEF2],naked_mole_rat
ENSHGLG00000020954,,4,protein_coding,,naked_mole_rat
ENSHGLG00000010907,EML6,4,protein_coding,EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412],naked_mole_rat
ENSHGLG00000027971,RTN4,4,protein_coding,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085],naked_mole_rat
ENSHGLG00000039651,,4,protein_coding,,naked_mole_rat
ENSHGLG00000044297,,4,pseudogene,,naked_mole_rat
ENSHGLG00000007334,EHBP1,4,protein_coding,EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144],naked_mole_rat
ENSHGLG00000007005,OTX1,4,protein_coding,orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521],naked_mole_rat
ENSHGLG00000019610,PAPOLG,4,protein_coding,poly(A) polymerase gamma [Source:UniProtKB Gene Name;Acc:A0A0P6J9I9],naked_mole_rat
ENSHGLG00000036645,,2,protein_coding,,naked_mole_rat
ENSHGLG00000006691,VRK2,4,protein_coding,VRK serine/threonine kinase 2 [Source:UniProtKB Gene Name;Acc:G5BKJ8],naked_mole_rat
ENSHGLG00000016763,,2,protein_coding,,naked_mole_rat
ENSHGLG00000006628,FANCL,4,protein_coding,FA complementation group L [Source:UniProtKB Gene Name;Acc:A0A0N8ESN4],naked_mole_rat
ENSHGLG00000032093,,2,protein_coding,,naked_mole_rat
ENSHGLG00000048597,,2,protein_coding,,naked_mole_rat
ENSHGLG00000019895,,2,protein_coding,,naked_mole_rat
ENSHGLG00000019601,REL,4,protein_coding,"REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]",naked_mole_rat
ENSHGLG00000046758,,2,protein_coding,,naked_mole_rat
ENSHGLG00000012700,TMX1,2,protein_coding,thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487],naked_mole_rat
ENSHGLG00000040429,,2,protein_coding,,naked_mole_rat
ENSHGLG00000019599,PUS10,4,protein_coding,pseudouridine synthase 10 [Source:UniProtKB Gene Name;Acc:G5C1Z8],naked_mole_rat
ENSHGLG00000019549,,2,protein_coding,,naked_mole_rat
ENSHGLG00000042744,PEX13,4,protein_coding,peroxisomal biosis factor 13 [Source:UniProtKB Gene Name;Acc:A0A0P6JTF9],naked_mole_rat
ENSHGLG00000000611,,2,protein_coding,,naked_mole_rat
ENSHGLG00000047849,,4,protein_coding,,naked_mole_rat
ENSHGLG00000016363,,2,protein_coding,,naked_mole_rat
ENSHGLG00000046080,,4,protein_coding,,naked_mole_rat
ENSHGLG00000013196,SANBR,4,protein_coding,SANT and BTB domain regulator of CSR [Source:HGNC Symbol;Acc:HGNC:29387],naked_mole_rat
ENSHGLG00000013787,,2,protein_coding,FA complementation group M [Source:HGNC Symbol;Acc:HGNC:23168],naked_mole_rat
ENSHGLG00000019155,C2orf74,4,protein_coding,chromosome 2 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:34439],naked_mole_rat
ENSHGLG00000044414,,2,protein_coding,,naked_mole_rat
ENSHGLG00000019027,,4,protein_coding,,naked_mole_rat
ENSHGLG00000001601,LRFN5,2,protein_coding,leucine rich repeat and fibronectin type III domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A0P6J8M7],naked_mole_rat
ENSHGLG00000003393,USP34,4,protein_coding,ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066],naked_mole_rat
ENSHGLG00000014098,FAM179B,2,protein_coding,TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959],naked_mole_rat
ENSHGLG00000045138,KLHL28,2,protein_coding,kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741],naked_mole_rat
ENSHGLG00000039345,,2,protein_coding,,naked_mole_rat
ENSHGLG00000033780,,2,protein_coding,,naked_mole_rat
ENSHGLG00000017089,,2,protein_coding,,naked_mole_rat
ENSHGLG00000009782,,2,protein_coding,,naked_mole_rat
ENSHGLG00000010277,,2,protein_coding,,naked_mole_rat
ENSHGLG00000047147,,2,protein_coding,,naked_mole_rat
ENSHGLG00000041382,,2,pseudogene,,naked_mole_rat
ENSHGLG00000003115,XPO1,4,protein_coding,exportin 1 [Source:UniProtKB Gene Name;Acc:A0A0P6K7E8],naked_mole_rat
ENSHGLG00000049118,,2,protein_coding,,naked_mole_rat
ENSHGLG00000011753,TRIM9,2,protein_coding,tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288],naked_mole_rat
ENSHGLG00000003066,FAM161A,4,protein_coding,FAM161 centrosomal protein A [Source:HGNC Symbol;Acc:HGNC:25808],naked_mole_rat
ENSHGLG00000033740,,4,protein_coding,,naked_mole_rat
ENSHGLG00000002885,CCT4,4,protein_coding,chaperonin containing TCP1 subunit 4 [Source:UniProtKB Gene Name;Acc:A0A0P6IXA3],naked_mole_rat
ENSHGLG00000011923,PYGL,2,protein_coding,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725],naked_mole_rat
ENSHGLG00000046505,,4,protein_coding,,naked_mole_rat
ENSHGLG00000017092,ABHD12B,2,protein_coding,abhydrolase domain containing 12B [Source:HGNC Symbol;Acc:HGNC:19837],naked_mole_rat
ENSHGLG00000008287,,4,protein_coding,,naked_mole_rat
ENSHGLG00000010798,NIN,2,protein_coding,ninein [Source:HGNC Symbol;Acc:HGNC:14906],naked_mole_rat
ENSHGLG00000035774,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019600,BCL11A,4,protein_coding,BCL11 transcription factor A [Source:UniProtKB Gene Name;Acc:A0A0P6JET3],naked_mole_rat
ENSHGLG00000034077,,4,pseudogene,,naked_mole_rat
ENSHGLG00000038413,,4,protein_coding,,naked_mole_rat
ENSHGLG00000039372,,2,protein_coding,,naked_mole_rat
ENSHGLG00000040361,,4,protein_coding,,naked_mole_rat
ENSHGLG00000036544,,4,protein_coding,,naked_mole_rat
ENSHGLG00000014486,,2,protein_coding,,naked_mole_rat
ENSHGLG00000046720,,4,protein_coding,,naked_mole_rat
ENSHGLG00000019983,,4,protein_coding,,naked_mole_rat
ENSHGLG00000040216,,4,protein_coding,,naked_mole_rat
ENSHGLG00000046060,,4,lncRNA,,naked_mole_rat
ENSHGLG00000032276,,4,lncRNA,,naked_mole_rat
ENSHGLG00000017094,ATL1,2,protein_coding,atlastin GTPase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JCD8],naked_mole_rat
ENSHGLG00000029878,,4,lncRNA,,naked_mole_rat
ENSHGLG00000029881,,4,lncRNA,,naked_mole_rat
ENSHGLG00000039016,,4,lncRNA,,naked_mole_rat
ENSHGLG00000034816,,4,lncRNA,,naked_mole_rat
ENSHGLG00000049394,,4,lncRNA,,naked_mole_rat
ENSHGLG00000050602,,4,lncRNA,,naked_mole_rat
ENSHGLG00000034401,,4,lncRNA,,naked_mole_rat
ENSHGLG00000035857,,4,lncRNA,,naked_mole_rat
ENSHGLG00000033301,,4,lncRNA,,naked_mole_rat
ENSHGLG00000039493,,4,lncRNA,,naked_mole_rat
ENSHGLG00000037478,,4,lncRNA,,naked_mole_rat
ENSHGLG00000036697,,4,lncRNA,,naked_mole_rat
ENSHGLG00000011509,MAP4K5,2,protein_coding,mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867],naked_mole_rat
ENSHGLG00000044437,,4,lncRNA,,naked_mole_rat
ENSHGLG00000048339,,4,lncRNA,,naked_mole_rat
ENSHGLG00000043488,,4,lncRNA,,naked_mole_rat
ENSHGLG00000029886,,4,lncRNA,,naked_mole_rat
ENSHGLG00000035606,,4,lncRNA,,naked_mole_rat
ENSHGLG00000042701,CDKL1,2,protein_coding,cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781],naked_mole_rat
ENSHGLG00000026340,,4,lncRNA,,naked_mole_rat
ENSHGLG00000049478,,4,lncRNA,,naked_mole_rat
ENSHGLG00000042464,DMAC2L,2,protein_coding,distal membrane arm assembly component 2 like [Source:HGNC Symbol;Acc:HGNC:18799],naked_mole_rat
ENSHGLG00000039531,,4,lncRNA,,naked_mole_rat
ENSHGLG00000036966,,4,lncRNA,,naked_mole_rat
ENSHGLG00000040972,,4,lncRNA,,naked_mole_rat
ENSHGLG00000029823,,4,lncRNA,,naked_mole_rat
ENSHGLG00000010171,L2HGDH,2,protein_coding,L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:20499],naked_mole_rat
ENSHGLG00000042928,,4,lncRNA,,naked_mole_rat
ENSHGLG00000021495,U1,4,snRNA,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],naked_mole_rat
ENSHGLG00000038273,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000024464,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000049733,,4,snRNA,,naked_mole_rat
ENSHGLG00000045978,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000024017,U4,4,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000040210,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000044838,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000011807,SOS2,2,protein_coding,SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188],naked_mole_rat
ENSHGLG00000049996,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000032716,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000023160,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000044017,,2,protein_coding,,naked_mole_rat
ENSHGLG00000011833,METTL21D,2,protein_coding,valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352],naked_mole_rat
ENSHGLG00000012671,,2,protein_coding,,naked_mole_rat
ENSHGLG00000040454,ARF6,2,protein_coding,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659],naked_mole_rat
ENSHGLG00000014110,NEMF,2,protein_coding,nuclear export mediator factor [Source:UniProtKB Gene Name;Acc:A0A0P6K1W0],naked_mole_rat
ENSHGLG00000014323,KLHDC2,2,protein_coding,kelch domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A0P6J691],naked_mole_rat
ENSHGLG00000014487,KLHDC1,2,protein_coding,kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836],naked_mole_rat
ENSHGLG00000010009,,2,protein_coding,,naked_mole_rat
ENSHGLG00000032032,,2,protein_coding,,naked_mole_rat
ENSHGLG00000020857,MGAT2,2,protein_coding,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7045]",naked_mole_rat
ENSHGLG00000035140,,2,protein_coding,,naked_mole_rat
ENSHGLG00000013547,,2,protein_coding,,naked_mole_rat
ENSHGLG00000033323,RPS29,2,protein_coding,ribosomal protein S29 [Source:UniProtKB Gene Name;Acc:A0A0P6JEN2],naked_mole_rat
ENSHGLG00000047775,,2,protein_coding,,naked_mole_rat
ENSHGLG00000013709,,2,protein_coding,,naked_mole_rat
ENSHGLG00000038797,,2,protein_coding,,naked_mole_rat
ENSHGLG00000012727,,2,protein_coding,,naked_mole_rat
ENSHGLG00000012484,FKBP3,2,protein_coding,FKBP prolyl isomerase 3 [Source:UniProtKB Gene Name;Acc:G5BUQ7],naked_mole_rat
ENSHGLG00000012015,PRPF39,2,protein_coding,pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314],naked_mole_rat
ENSHGLG00000048747,,2,protein_coding,,naked_mole_rat
ENSHGLG00000038712,,2,protein_coding,,naked_mole_rat
ENSHGLG00000044527,,2,protein_coding,,naked_mole_rat
ENSHGLG00000007162,,2,protein_coding,,naked_mole_rat
ENSHGLG00000033347,,2,protein_coding,,naked_mole_rat
ENSHGLG00000032910,,2,processed_pseudogene,,naked_mole_rat
ENSHGLG00000048212,,2,lncRNA,,naked_mole_rat
ENSHGLG00000040830,,2,lncRNA,,naked_mole_rat
ENSHGLG00000035641,,2,lncRNA,,naked_mole_rat
ENSHGLG00000049254,,2,lncRNA,,naked_mole_rat
ENSHGLG00000040652,,2,lncRNA,,naked_mole_rat
ENSHGLG00000045089,,2,lncRNA,,naked_mole_rat
ENSHGLG00000048390,,2,lncRNA,,naked_mole_rat
ENSHGLG00000036314,,2,lncRNA,,naked_mole_rat
ENSHGLG00000033533,,2,lncRNA,,naked_mole_rat
ENSHGLG00000046463,,2,lncRNA,,naked_mole_rat
ENSHGLG00000028922,,2,lncRNA,,naked_mole_rat
ENSHGLG00000028928,,2,lncRNA,,naked_mole_rat
ENSHGLG00000034362,,2,lncRNA,,naked_mole_rat
ENSHGLG00000047134,,2,lncRNA,,naked_mole_rat
ENSHGLG00000043277,,2,lncRNA,,naked_mole_rat
ENSHGLG00000035644,,2,lncRNA,,naked_mole_rat
ENSHGLG00000043788,U2,2,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000047044,,2,snoRNA,,naked_mole_rat
ENSHGLG00000021588,SNORD127,2,snoRNA,"small nucleolar RNA, C/D box 127 [Source:HGNC Symbol;Acc:HGNC:33555]",naked_mole_rat
ENSHGLG00000035564,U2,2,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000041269,SNORA70,2,snoRNA,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],naked_mole_rat
ENSHGLG00000048041,Metazoa_SRP,2,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],naked_mole_rat
ENSHGLG00000041828,Metazoa_SRP,2,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],naked_mole_rat
ENSHGLG00000045148,Metazoa_SRP,2,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],naked_mole_rat
ENSHGLG00000039425,Metazoa_SRP,2,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],naked_mole_rat
ENSHGLG00000015308,POLE2,2,protein_coding,"DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]",naked_mole_rat
ENSHGLG00000036376,,2,protein_coding,,naked_mole_rat
ENSHGLG00000032425,,2,protein_coding,,naked_mole_rat
ENSHGLG00000012725,ADAMTS1,2,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217],naked_mole_rat
ENSHGLG00000046162,KRTAP19-3,2,protein_coding,keratin associated protein 19-3 [Source:HGNC Symbol;Acc:HGNC:18938],naked_mole_rat
ENSHGLG00000015489,,2,protein_coding,,naked_mole_rat
ENSHGLG00000009251,MRPL39,2,protein_coding,mitochondrial ribosomal protein L39 [Source:UniProtKB Gene Name;Acc:A0A0P6IZT4],naked_mole_rat
ENSHGLG00000009331,JAM2,2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686],naked_mole_rat
ENSHGLG00000035504,ATP5PF,2,protein_coding,ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847],naked_mole_rat
ENSHGLG00000040618,GABPA,2,protein_coding,GA binding protein transcription factor subunit alpha [Source:UniProtKB Gene Name;Acc:G5BQQ3],naked_mole_rat
ENSHGLG00000039883,NEURL1B,4,protein_coding,neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422],naked_mole_rat
ENSHGLG00000037563,,2,protein_coding,,naked_mole_rat
ENSHGLG00000010888,APP,2,protein_coding,amyloid beta protein [Source:UniProtKB Gene Name;Acc:A0A0P6JDI2],naked_mole_rat
ENSHGLG00000049396,FGF18,4,protein_coding,fibroblast growth factor 18 [Source:UniProtKB Gene Name;Acc:A0A0P6IYJ5],naked_mole_rat
ENSHGLG00000014106,LCP2,4,protein_coding,lymphocyte cytosolic protein 2 [Source:UniProtKB Gene Name;Acc:A0A0P6K6C0],naked_mole_rat
ENSHGLG00000044926,,2,pseudogene,,naked_mole_rat
ENSHGLG00000037045,,2,protein_coding,,naked_mole_rat
ENSHGLG00000044595,CYYR1,2,protein_coding,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274],naked_mole_rat
ENSHGLG00000046044,,7,protein_coding,,naked_mole_rat
