homo_sapiens_gene,heterocephalus_glaber_female_gene,orthology_type,perc_id,dn_ds
LRRC63,ENSHGLG00000043742,ortholog_one2one,50.2674,
PCDH20,ENSHGLG00000047948,ortholog_one2one,92.9622,
RNF17,ENSHGLG00000007270,ortholog_one2one,76.1267,
SLC5A11,ENSHGLG00000012250,ortholog_one2one,84.1845,
OR5P3,ENSHGLG00000041653,ortholog_one2one,78.5256,
RNU6-943P,ENSHGLG00000023496,ortholog_one2one,68.2243,
RNU6-349P,ENSHGLG00000023433,ortholog_one2one,54.8077,
RNU2-27P,ENSHGLG00000039309,ortholog_one2one,45.4545,
RNU6-1289P,ENSHGLG00000039843,ortholog_one2one,86.9159,
RNU4-17P,ENSHGLG00000024708,ortholog_one2one,80.9524,
RNU6-567P,ENSHGLG00000023348,ortholog_one2one,78.8462,
RNU6-39P,ENSHGLG00000042154,ortholog_one2one,96.2617,
RNU6-655P,ENSHGLG00000023249,ortholog_one2one,76.9231,
OOSP1,ENSHGLG00000036576,ortholog_one2one,25.0,
OOSP2,ENSHGLG00000008912,ortholog_one2one,55.0898,
DSG4,ENSHGLG00000007440,ortholog_one2one,80.8285,
RNU6-83P,ENSHGLG00000037662,ortholog_one2one,81.3084,
RNY1P5,ENSHGLG00000023111,ortholog_one2one,87.5,
ATP4B,ENSHGLG00000003223,ortholog_one2one,83.2192,
DLEU7,ENSHGLG00000046292,ortholog_one2one,71.2766,
ARHGAP17,ENSHGLG00000009967,ortholog_one2one,88.2086,
OR5P3,ENSHGLG00000041653,ortholog_one2one,78.5256,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
SLAIN1,ENSHGLG00000008516,ortholog_one2one,85.2615,
SNORD58C,ENSHGLG00000043177,ortholog_one2one,89.2308,
SNORD58A,ENSHGLG00000044440,ortholog_one2one,90.7692,
DLG5,ENSHGLG00000017828,ortholog_one2one,83.9885,
MEX3C,ENSHGLG00000004567,ortholog_one2one,83.4037,
PTPRM,ENSHGLG00000008461,ortholog_one2one,93.3687,
KL,ENSHGLG00000005334,ortholog_one2one,87.7264,
PCDH8,ENSHGLG00000003306,ortholog_one2one,95.7009,
DUSP8,ENSHGLG00000038023,ortholog_one2one,87.188,
DACH1,ENSHGLG00000005419,ortholog_one2one,90.2116,
RNU6-1266P,ENSHGLG00000047910,ortholog_one2one,88.785,
NUFIP1,ENSHGLG00000046882,ortholog_one2one,69.3015,
APCDD1,ENSHGLG00000049730,ortholog_one2one,80.9035,
KCTD4,ENSHGLG00000008886,ortholog_one2one,99.2278,
PABPC3,ENSHGLG00000003042,ortholog_one2one,87.6812,
AMER2,ENSHGLG00000045249,ortholog_one2one,79.8893,
SOHLH2,ENSHGLG00000010793,ortholog_one2one,70.6019,
AP2A2,ENSHGLG00000004399,ortholog_one2one,96.9083,
BCL2,ENSHGLG00000003110,ortholog_one2one,92.0502,
OR8U3,ENSHGLG00000020867,ortholog_one2one,88.7147,
CCDC169,ENSHGLG00000032864,ortholog_one2one,65.812,
RNU6-324P,ENSHGLG00000039203,ortholog_one2one,85.9813,
CIDEA,ENSHGLG00000007204,ortholog_one2one,68.2927,
DSC3,ENSHGLG00000018208,ortholog_one2one,79.7553,
DSC1,ENSHGLG00000018510,ortholog_one2one,83.1473,
ACOD1,ENSHGLG00000045158,ortholog_one2one,78.9809,
GPC6,ENSHGLG00000001128,ortholog_one2one,96.1062,
DSG1,ENSHGLG00000003726,ortholog_one2one,77.9944,
IQSEC3,ENSHGLG00000014510,ortholog_one2one,84.6369,
MSRA,ENSHGLG00000006978,ortholog_one2one,73.5537,
DCT,ENSHGLG00000001562,ortholog_one2one,76.3501,
PSMA8,ENSHGLG00000009316,ortholog_one2one,83.6653,
PHLDA2,ENSHGLG00000035203,ortholog_one2one,87.0229,
SOX21,ENSHGLG00000034930,ortholog_one2one,99.6377,
CARS1,ENSHGLG00000010898,ortholog_one2one,86.215,
HS6ST3,ENSHGLG00000003455,ortholog_one2one,93.6306,
MIR124-1,ENSHGLG00000022161,ortholog_one2one,100.0,
NFATC1,ENSHGLG00000001700,ortholog_one2one,85.7295,
GPC5,ENSHGLG00000000656,ortholog_one2one,82.5784,
URAD,ENSHGLG00000008479,ortholog_one2one,81.9767,
RNU6-682P,ENSHGLG00000049726,ortholog_one2one,75.0,
BRCA2,ENSHGLG00000008590,ortholog_one2one,68.3828,
XKR5,ENSHGLG00000002668,ortholog_one2one,62.6391,
ATP23,ENSHGLG00000039977,ortholog_one2one,85.6574,
ING1,ENSHGLG00000002046,ortholog_one2one,68.4713,
DEFB135,ENSHGLG00000043011,ortholog_one2one,50.6849,
DEFB136,ENSHGLG00000018411,ortholog_one2one,61.3333,
KCNQ1,ENSHGLG00000016045,ortholog_one2one,80.2797,
CTSB,ENSHGLG00000011824,ortholog_one2one,77.9412,
NAP1L4,ENSHGLG00000008836,ortholog_one2one,88.8337,
LRRC56,ENSHGLG00000004394,ortholog_one2one,66.6667,
LAMA3,ENSHGLG00000007164,ortholog_one2one,72.8589,
FDFT1,ENSHGLG00000050864,ortholog_one2one,77.1058,
PHRF1,ENSHGLG00000007728,ortholog_one2one,69.263,
C13orf46,ENSHGLG00000002286,ortholog_one2one,46.1538,
NEIL2,ENSHGLG00000009044,ortholog_one2one,74.5509,
C13orf42,ENSHGLG00000004742,ortholog_one2one,86.5031,
GATA4,ENSHGLG00000016492,ortholog_one2one,92.0815,
SNORD102,ENSHGLG00000022836,ortholog_one2one,94.3662,
TAS2R7,ENSHGLG00000021147,ortholog_one2one,73.7179,
BLK,ENSHGLG00000049043,ortholog_one2one,87.5751,
FAM167A,ENSHGLG00000015619,ortholog_one2one,50.1449,
CDKN1C,ENSHGLG00000032945,ortholog_one2one,64.5669,
TAS2R10,ENSHGLG00000013657,ortholog_one2one,60.8414,
MTMR9,ENSHGLG00000013783,ortholog_one2one,95.471,
TAS2R13,ENSHGLG00000035476,ortholog_one2one,65.3595,
XKR6,ENSHGLG00000008722,ortholog_one2one,93.7598,
PINX1,ENSHGLG00000008063,ortholog_one2one,68.5185,
SLC67A1,ENSHGLG00000011443,ortholog_one2one,71.0583,
PINX1,ENSHGLG00000008063,ortholog_one2one,68.5185,
SOX7,ENSHGLG00000007410,ortholog_one2one,88.2812,
C8orf74,ENSHGLG00000006715,ortholog_one2one,50.3676,
PRSS55,ENSHGLG00000005245,ortholog_one2one,63.8629,
PRSS51,ENSHGLG00000005119,ortholog_one2one,58.9744,
TNKS,ENSHGLG00000003279,ortholog_one2one,97.6102,
LMNTD2,ENSHGLG00000004269,ortholog_one2one,48.8294,
PPP1R3B,ENSHGLG00000032439,ortholog_one2one,88.8476,
ERI1,ENSHGLG00000002928,ortholog_one2one,89.9425,
MFHAS1,ENSHGLG00000002892,ortholog_one2one,94.7719,
EIF3K,ENSHGLG00000006367,ortholog_one2one,99.0826,
CLDN23,ENSHGLG00000037723,ortholog_one2one,78.5714,
RNH1,ENSHGLG00000004937,ortholog_one2one,71.2719,
PRAG1,ENSHGLG00000006007,ortholog_one2one,77.0848,
SLC5A8,ENSHGLG00000008465,ortholog_one2one,84.1322,
ANO4,ENSHGLG00000010936,ortholog_one2one,93.9427,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
ACTN4,ENSHGLG00000008428,ortholog_one2one,95.3291,
LONRF1,ENSHGLG00000005681,ortholog_one2one,86.5672,
DRD4,ENSHGLG00000043862,ortholog_one2one,35.9806,
DEAF1,ENSHGLG00000005108,ortholog_one2one,90.3614,
IRF7,ENSHGLG00000033756,ortholog_one2one,74.4186,
DLC1,ENSHGLG00000011950,ortholog_one2one,76.9143,
AGPAT5,ENSHGLG00000040104,ortholog_one2one,74.4063,
LGALS4,ENSHGLG00000007411,ortholog_one2one,77.8462,
HRAS,ENSHGLG00000004508,ortholog_one2one,91.6667,
TAS2R7,ENSHGLG00000021147,ortholog_one2one,73.7179,
ECH1,ENSHGLG00000008397,ortholog_one2one,69.4678,
TAS2R13,ENSHGLG00000035476,ortholog_one2one,65.3595,
RASSF7,ENSHGLG00000009399,ortholog_one2one,55.9184,
TAS2R10,ENSHGLG00000013657,ortholog_one2one,60.8414,
CDHR5,ENSHGLG00000006702,ortholog_one2one,56.8946,
GNAL,ENSHGLG00000017590,ortholog_one2one,90.6323,
HNRNPL,ENSHGLG00000010210,ortholog_one2one,99.4881,
SCT,ENSHGLG00000005290,ortholog_one2one,56.2044,
PTDSS2,ENSHGLG00000005316,ortholog_one2one,67.9466,
MEP1B,ENSHGLG00000003673,ortholog_one2one,81.5078,
RINL,ENSHGLG00000005666,ortholog_one2one,74.0331,
PIWIL1,ENSHGLG00000011158,ortholog_one2one,92.1114,
SINHCAF,ENSHGLG00000043156,ortholog_one2one,99.0909,
SIRT2,ENSHGLG00000007241,ortholog_one2one,59.8513,
LOXHD1,ENSHGLG00000006211,ortholog_one2one,90.9944,
AP2A2,ENSHGLG00000004399,ortholog_one2one,96.9083,
DUSP8,ENSHGLG00000038023,ortholog_one2one,87.188,
TUBGCP3,ENSHGLG00000001634,ortholog_one2one,93.054,
SERPINB13,ENSHGLG00000002083,ortholog_one2one,74.359,
IFITM10,ENSHGLG00000013676,ortholog_one2one,75.5556,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
NFKBIB,ENSHGLG00000008534,ortholog_one2one,84.1667,
CCER2,ENSHGLG00000047785,ortholog_one2one,55.1155,
SARS2,ENSHGLG00000009655,ortholog_one2one,83.9768,
MUC2,ENSHGLG00000006333,ortholog_one2one,23.1741,
SERPINB11,ENSHGLG00000002502,ortholog_one2one,77.7506,
CASP12,ENSHGLG00000002557,ortholog_one2one,49.763,
DIPK1C,ENSHGLG00000032925,ortholog_one2one,56.4846,
C18orf63,ENSHGLG00000041217,ortholog_one2one,74.4713,
SERPINB12,ENSHGLG00000002022,ortholog_one2one,74.7807,
GRK1,ENSHGLG00000002895,ortholog_one2one,78.1915,
TMEM255B,ENSHGLG00000002627,ortholog_one2one,74.6875,
MRPS12,ENSHGLG00000014942,ortholog_one2one,72.7273,
PRELID3A,ENSHGLG00000003941,ortholog_one2one,83.1395,
FBXO17,ENSHGLG00000014988,ortholog_one2one,59.601,
TXNL4A,ENSHGLG00000037787,ortholog_one2one,100.0,
TMEM179,ENSHGLG00000047899,ortholog_one2one,59.0444,
PARD6G,ENSHGLG00000046512,ortholog_one2one,78.1513,
RPL3L,ENSHGLG00000003329,ortholog_one2one,87.3051,
WDR7,ENSHGLG00000002483,ortholog_one2one,94.8322,
NAALAD2,ENSHGLG00000002890,ortholog_one2one,85.0384,
SNORA64,ENSHGLG00000040832,ortholog_one2one,79.2308,
RNF151,ENSHGLG00000002492,ortholog_one2one,64.8936,
TBL3,ENSHGLG00000002431,ortholog_one2one,90.0,
NOXO1,ENSHGLG00000044783,ortholog_one2one,71.2644,
GFER,ENSHGLG00000048995,ortholog_one2one,53.5826,
SYNGR3,ENSHGLG00000031929,ortholog_one2one,96.0699,
NPW,ENSHGLG00000032740,ortholog_one2one,36.5385,
ZNF598,ENSHGLG00000002708,ortholog_one2one,80.7778,
TC2N,ENSHGLG00000018209,ortholog_one2one,88.9796,
CHORDC1,ENSHGLG00000004128,ortholog_one2one,73.1343,
CETN1,ENSHGLG00000050145,ortholog_one2one,90.6433,
RNU1-109P,ENSHGLG00000021642,ortholog_one2one,77.8523,
LRRC30,ENSHGLG00000020514,ortholog_one2one,88.3721,
CATSPERB,ENSHGLG00000046492,ortholog_one2one,71.1624,
RPN2,ENSHGLG00000004999,ortholog_one2one,95.5556,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
GHRH,ENSHGLG00000000074,ortholog_one2one,82.4074,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
MANBAL,ENSHGLG00000032598,ortholog_one2one,90.5882,
SRC,ENSHGLG00000049920,ortholog_one2one,91.453,
MROH8,ENSHGLG00000006139,ortholog_one2one,70.7835,
TXNDC2,ENSHGLG00000007585,ortholog_one2one,45.1187,
PIEZO2,ENSHGLG00000007849,ortholog_one2one,90.0186,
C1GALT1C1,ENSHGLG00000000073,ortholog_one2one,91.8239,
GLUD2,ENSHGLG00000004059,ortholog_one2one,98.8083,
CYFIP1,ENSHGLG00000008409,ortholog_one2one,98.8827,
TUBGCP5,ENSHGLG00000009094,ortholog_one2one,88.7586,
HERC2,ENSHGLG00000013498,ortholog_one2one,95.3421,
FOXO6,ENSHGLG00000003494,ortholog_one2one,84.8921,
MC5R,ENSHGLG00000011573,ortholog_one2one,64.4769,
STARD6,ENSHGLG00000045151,ortholog_one2one,44.2478,
PRIMA1,ENSHGLG00000037330,ortholog_one2one,92.8105,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
NUTM1,ENSHGLG00000002024,ortholog_one2one,64.0249,
LPCAT4,ENSHGLG00000033090,ortholog_one2one,91.9847,
GRP,ENSHGLG00000002520,ortholog_one2one,70.2899,
PPP4R4,ENSHGLG00000015514,ortholog_one2one,93.508,
NOP10,ENSHGLG00000005973,ortholog_one2one,96.875,
RAX,ENSHGLG00000003150,ortholog_one2one,93.0636,
CPLX4,ENSHGLG00000003220,ortholog_one2one,93.125,
LYSET,ENSHGLG00000043946,ortholog_one2one,91.716,
SERPINA6,ENSHGLG00000015918,ortholog_one2one,65.5941,
ASXL3,ENSHGLG00000046257,ortholog_one2one,89.009,
BTBD7,ENSHGLG00000010505,ortholog_one2one,91.5194,
SNTB2,ENSHGLG00000015510,ortholog_one2one,96.2963,
IGHV3-49,ENSHGLG00000035478,ortholog_one2one,63.5135,
UTP4,ENSHGLG00000015710,ortholog_one2one,95.0437,
UNC79,ENSHGLG00000010580,ortholog_one2one,95.6364,
ZNF519,ENSHGLG00000011619,ortholog_one2one,43.6285,
DNAH10,ENSHGLG00000011790,ortholog_one2one,86.091,
SMIM34,ENSHGLG00000038329,ortholog_one2one,63.2812,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
CLUL1,ENSHGLG00000007174,ortholog_one2one,65.8371,
IGHV6-1,ENSHGLG00000040838,ortholog_one2one,64.539,
CCDC92,ENSHGLG00000011222,ortholog_one2one,69.8113,
TSHZ1,ENSHGLG00000001424,ortholog_one2one,90.7169,
SERPINA10,ENSHGLG00000015727,ortholog_one2one,75.9067,
UBR7,ENSHGLG00000044643,ortholog_one2one,89.8585,
ZG16B,ENSHGLG00000033696,ortholog_one2one,29.8165,
ASB2,ENSHGLG00000007852,ortholog_one2one,86.1022,
PRSS22,ENSHGLG00000013950,ortholog_one2one,51.5493,
TRIM69,ENSHGLG00000046252,ortholog_one2one,77.3547,
ITPK1,ENSHGLG00000037143,ortholog_one2one,70.8333,
RPS17,ENSHGLG00000006994,ortholog_one2one,99.2593,
GET1,ENSHGLG00000012972,ortholog_one2one,67.6349,
B2M,ENSHGLG00000001570,ortholog_one2one,72.6496,
PTGR3,ENSHGLG00000046614,ortholog_one2one,90.1857,
DLGAP1,ENSHGLG00000036933,ortholog_one2one,94.3098,
OTUB2,ENSHGLG00000033336,ortholog_one2one,86.166,
ITSN1,ENSHGLG00000004918,ortholog_one2one,96.5574,
DECR2,ENSHGLG00000004601,ortholog_one2one,64.1975,
DDX24,ENSHGLG00000010321,ortholog_one2one,85.0292,
RAB11FIP3,ENSHGLG00000004708,ortholog_one2one,82.7974,
GON7,ENSHGLG00000035945,ortholog_one2one,65.6863,
SERPINA1,ENSHGLG00000015652,ortholog_one2one,66.506,
TUBGCP5,ENSHGLG00000009094,ortholog_one2one,88.7586,
CAPN15,ENSHGLG00000004746,ortholog_one2one,84.9138,
DCC,ENSHGLG00000005265,ortholog_one2one,96.8901,
SERPINA2,ENSHGLG00000038545,ortholog_one2one,30.094,
DEFB128,ENSHGLG00000049602,ortholog_one2one,52.1277,
ROCK1,ENSHGLG00000003509,ortholog_one2one,97.5628,
BTBD3,ENSHGLG00000033672,ortholog_one2one,98.4762,
MEGF11,ENSHGLG00000011012,ortholog_one2one,92.9809,
ISM1,ENSHGLG00000043849,ortholog_one2one,92.8879,
METRNL,ENSHGLG00000008392,ortholog_one2one,79.0625,
SCRT2,ENSHGLG00000034581,ortholog_one2one,93.4853,
TBCD,ENSHGLG00000012612,ortholog_one2one,77.1545,
FAM83D,ENSHGLG00000006820,ortholog_one2one,80.6507,
KCNB1,ENSHGLG00000038195,ortholog_one2one,97.4359,
RPH3AL,ENSHGLG00000010855,ortholog_one2one,69.6379,
MC3R,ENSHGLG00000038187,ortholog_one2one,62.3656,
CBLN4,ENSHGLG00000014853,ortholog_one2one,89.1089,
B3GNTL1,ENSHGLG00000012995,ortholog_one2one,65.5329,
RNU6-435P,ENSHGLG00000040812,ortholog_one2one,85.0467,
DOC2B,ENSHGLG00000012650,ortholog_one2one,96.1165,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
SERPINF1,ENSHGLG00000008614,ortholog_one2one,80.9645,
SCP2D1,ENSHGLG00000002951,ortholog_one2one,38.125,
BHLHE23,ENSHGLG00000020693,ortholog_one2one,87.3171,
SCARF1,ENSHGLG00000007269,ortholog_one2one,68.0539,
CDH4,ENSHGLG00000038944,ortholog_one2one,80.0,
SS18L1,ENSHGLG00000006752,ortholog_one2one,61.9256,
WDR81,ENSHGLG00000036476,ortholog_one2one,91.0053,
RPH3AL,ENSHGLG00000010855,ortholog_one2one,69.6379,
SLC43A2,ENSHGLG00000006362,ortholog_one2one,90.3553,
VASN,ENSHGLG00000018390,ortholog_one2one,82.2443,
NMRAL1,ENSHGLG00000015280,ortholog_one2one,85.2843,
RILP,ENSHGLG00000047115,ortholog_one2one,95.1981,
HMOX2,ENSHGLG00000018687,ortholog_one2one,75.7493,
PRPF8,ENSHGLG00000012029,ortholog_one2one,99.9572,
RNU6-937P,ENSHGLG00000023195,ortholog_one2one,62.5,
RNU6-639P,ENSHGLG00000048119,ortholog_one2one,78.7037,
MIR133A2,ENSHGLG00000022485,ortholog_one2one,93.1034,
RBPJL,ENSHGLG00000018495,ortholog_one2one,89.1892,
TP53TG5,ENSHGLG00000046814,ortholog_one2one,63.4615,
TRARG1,ENSHGLG00000018479,ortholog_one2one,70.4545,
NXN,ENSHGLG00000035420,ortholog_one2one,90.812,
YWHAE,ENSHGLG00000013336,ortholog_one2one,90.0763,
SERPINF2,ENSHGLG00000006598,ortholog_one2one,80.0407,
TUBB1,ENSHGLG00000007606,ortholog_one2one,86.6029,
ABR,ENSHGLG00000010021,ortholog_one2one,95.2497,
PAM16,ENSHGLG00000017996,ortholog_one2one,48.2412,
FTCD,ENSHGLG00000048038,ortholog_one2one,81.4815,
ENTREP2,ENSHGLG00000010825,ortholog_one2one,78.8497,
RNU6-759P,ENSHGLG00000032081,ortholog_one2one,78.5047,
FITM2,ENSHGLG00000004512,ortholog_one2one,89.313,
RNU6-1251P,ENSHGLG00000050305,ortholog_one2one,89.7196,
APBA2,ENSHGLG00000010225,ortholog_one2one,92.2872,
OSM,ENSHGLG00000017450,ortholog_one2one,84.6154,
DNAJA3,ENSHGLG00000013833,ortholog_one2one,80.8511,
OTOR,ENSHGLG00000008576,ortholog_one2one,92.1875,
R3HDML,ENSHGLG00000049711,ortholog_one2one,73.1225,
NCF4,ENSHGLG00000018448,ortholog_one2one,77.2334,
MIR124-3,ENSHGLG00000022047,ortholog_one2one,98.7654,
SEPTIN9,ENSHGLG00000034038,ortholog_one2one,81.0964,
HERC2,ENSHGLG00000013498,ortholog_one2one,95.3421,
PWP2,ENSHGLG00000017401,ortholog_one2one,89.0849,
RNU6-994P,ENSHGLG00000023910,ortholog_one2one,70.9091,
CACNA1I,ENSHGLG00000017516,ortholog_one2one,93.5009,
OCA2,ENSHGLG00000012626,ortholog_one2one,77.6362,
COL6A1,ENSHGLG00000017878,ortholog_one2one,88.2181,
CORO7,ENSHGLG00000013215,ortholog_one2one,84.1387,
TIMM22,ENSHGLG00000006834,ortholog_one2one,93.3333,
MIEF2,ENSHGLG00000042355,ortholog_one2one,64.7799,
XKR7,ENSHGLG00000014082,ortholog_one2one,88.8889,
KRT12,ENSHGLG00000014783,ortholog_one2one,73.5234,
PLAGL2,ENSHGLG00000045358,ortholog_one2one,97.379,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
KRT23,ENSHGLG00000012804,ortholog_one2one,76.4706,
FAM83C,ENSHGLG00000040004,ortholog_one2one,77.907,
ARHGAP11A,ENSHGLG00000018587,ortholog_one2one,77.51,
ICOSLG,ENSHGLG00000013877,ortholog_one2one,47.0588,
RNU6-1019P,ENSHGLG00000036332,ortholog_one2one,92.5234,
KRT39,ENSHGLG00000009907,ortholog_one2one,70.6721,
TRPM1,ENSHGLG00000008099,ortholog_one2one,89.4052,
RNU6-192P,ENSHGLG00000023520,ortholog_one2one,79.4118,
OVOL2,ENSHGLG00000045118,ortholog_one2one,55.8011,
KRT40,ENSHGLG00000014814,ortholog_one2one,74.2317,
HLCS,ENSHGLG00000008266,ortholog_one2one,76.0181,
SNORD17,ENSHGLG00000021595,ortholog_one2one,76.4444,
PET117,ENSHGLG00000016254,ortholog_one2one,83.9506,
CLDN14,ENSHGLG00000009298,ortholog_one2one,86.5854,
KRTAP3-1,ENSHGLG00000020885,ortholog_one2one,78.5714,
RNU6-917P,ENSHGLG00000031984,ortholog_one2one,68.2243,
SNX21,ENSHGLG00000017049,ortholog_one2one,93.0939,
ABCG1,ENSHGLG00000035485,ortholog_one2one,80.6723,
SMCR8,ENSHGLG00000003487,ortholog_one2one,90.8347,
LIF,ENSHGLG00000042036,ortholog_one2one,39.759,
SHMT1,ENSHGLG00000017898,ortholog_one2one,93.5818,
PROKR2,ENSHGLG00000044146,ortholog_one2one,91.4062,
BANF2,ENSHGLG00000015254,ortholog_one2one,77.5281,
TJP1,ENSHGLG00000011310,ortholog_one2one,88.2162,
TOP1,ENSHGLG00000001115,ortholog_one2one,97.6532,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
RTL6,ENSHGLG00000036962,ortholog_one2one,95.8333,
MAFB,ENSHGLG00000046568,ortholog_one2one,95.6522,
GREM1,ENSHGLG00000005364,ortholog_one2one,97.8261,
SLPI,ENSHGLG00000009195,ortholog_one2one,49.162,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
FAN1,ENSHGLG00000020643,ortholog_one2one,78.4736,
SHISAL1,ENSHGLG00000047531,ortholog_one2one,29.6552,
SIK1,ENSHGLG00000013670,ortholog_one2one,82.6255,
EPPIN,ENSHGLG00000043093,ortholog_one2one,36.4929,
KRT34,ENSHGLG00000048614,ortholog_one2one,84.949,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
RNU6-1066P,ENSHGLG00000023440,ortholog_one2one,62.6168,
SNORD42,ENSHGLG00000022400,ortholog_one2one,76.9231,
SNORD83A,ENSHGLG00000021591,ortholog_one2one,78.7234,
SNORD83B,ENSHGLG00000021590,ortholog_one2one,86.3158,
SNORD43,ENSHGLG00000024216,ortholog_one2one,93.75,
KRTAP29-1,ENSHGLG00000047368,ortholog_one2one,55.5882,
WFDC3,ENSHGLG00000005726,ortholog_one2one,80.292,
U6,ENSHGLG00000049996,ortholog_one2one,75.9615,
KLF13,ENSHGLG00000044507,ortholog_one2one,93.1741,
RUNX1,ENSHGLG00000040770,ortholog_one2one,65.7559,
CRYBA4,ENSHGLG00000011408,ortholog_one2one,80.8511,
TNNC2,ENSHGLG00000047677,ortholog_one2one,64.0816,
LRRC3,ENSHGLG00000042683,ortholog_one2one,48.8312,
C2CD2,ENSHGLG00000016958,ortholog_one2one,66.5706,
NTSR1,ENSHGLG00000037154,ortholog_one2one,87.218,
ZCCHC3,ENSHGLG00000032221,ortholog_one2one,80.3468,
FAM210B,ENSHGLG00000037066,ortholog_one2one,78.7565,
MYO18B,ENSHGLG00000013506,ortholog_one2one,77.4681,
SKA1,ENSHGLG00000012193,ortholog_one2one,85.0394,
ZNFX1,ENSHGLG00000008068,ortholog_one2one,89.9221,
MAPK4,ENSHGLG00000042086,ortholog_one2one,95.7082,
TFF3,ENSHGLG00000007574,ortholog_one2one,67.0455,
IL10RB,ENSHGLG00000015427,ortholog_one2one,66.5775,
KRT34,ENSHGLG00000048614,ortholog_one2one,84.949,
SNORD12C,ENSHGLG00000021468,ortholog_one2one,82.6087,
SNORD12B,ENSHGLG00000021469,ortholog_one2one,88.0435,
SNORD12,ENSHGLG00000021470,ortholog_one2one,81.1111,
MOCS3,ENSHGLG00000020809,ortholog_one2one,89.6104,
HCK,ENSHGLG00000014956,ortholog_one2one,87.4477,
RBM11,ENSHGLG00000013951,ortholog_one2one,76.4228,
TRPM2,ENSHGLG00000018785,ortholog_one2one,87.4,
DSEL,ENSHGLG00000001302,ortholog_one2one,92.3267,
PCDH9,ENSHGLG00000007234,ortholog_one2one,98.7874,
NEURL2,ENSHGLG00000008837,ortholog_one2one,92.6316,
SPINT4,ENSHGLG00000006057,ortholog_one2one,62.2449,
TMEM239,ENSHGLG00000006404,ortholog_one2one,78.2895,
TCF15,ENSHGLG00000017826,ortholog_one2one,95.4315,
SPATA25,ENSHGLG00000009174,ortholog_one2one,75.6757,
ZNF831,ENSHGLG00000010468,ortholog_one2one,63.199,
SALL3,ENSHGLG00000000824,ortholog_one2one,83.4351,
CBFA2T2,ENSHGLG00000018266,ortholog_one2one,96.2901,
MICAL3,ENSHGLG00000016545,ortholog_one2one,81.3075,
SPPL2C,ENSHGLG00000020140,ortholog_one2one,69.2197,
WNT3,ENSHGLG00000042017,ortholog_one2one,89.5939,
ABR,ENSHGLG00000010021,ortholog_one2one,95.2497,
GREM1,ENSHGLG00000005364,ortholog_one2one,97.8261,
HSPA13,ENSHGLG00000043774,ortholog_one2one,90.4661,
LTN1,ENSHGLG00000005092,ortholog_one2one,88.6211,
CSTL1,ENSHGLG00000016858,ortholog_one2one,67.8322,
SLC13A3,ENSHGLG00000005024,ortholog_one2one,85.596,
LINC02210-CRHR1,ENSHGLG00000003827,ortholog_one2one,93.8534,
NSF,ENSHGLG00000011180,ortholog_one2one,98.3539,
TIMM22,ENSHGLG00000006834,ortholog_one2one,93.3333,
NXN,ENSHGLG00000035420,ortholog_one2one,90.812,
PLEKHM1,ENSHGLG00000048030,ortholog_one2one,79.4702,
UBE2G2,ENSHGLG00000009258,ortholog_one2one,49.8371,
ACR,ENSHGLG00000007803,ortholog_one2one,66.6667,
GCNT7,ENSHGLG00000014789,ortholog_one2one,56.5116,
CRHR1,ENSHGLG00000003827,ortholog_one2one,93.8534,
SLC12A5,ENSHGLG00000011947,ortholog_one2one,93.898,
KRTAP29-1,ENSHGLG00000047368,ortholog_one2one,55.5882,
CELSR1,ENSHGLG00000041173,ortholog_one2one,88.5013,
TRAPPC10,ENSHGLG00000013176,ortholog_one2one,89.7727,
PARVB,ENSHGLG00000034948,ortholog_one2one,62.7219,
RNU6-222P,ENSHGLG00000039461,ortholog_one2one,85.9813,
AMELX,ENSHGLG00000009327,ortholog_one2one,66.9355,
KAT14,ENSHGLG00000033006,ortholog_one2one,76.1194,
DHRSX,ENSHGLG00000044121,ortholog_one2one,75.7377,
SLC39A11,ENSHGLG00000007931,ortholog_one2one,72.6131,
RNU6-64P,ENSHGLG00000024441,ortholog_one2one,73.5294,
SNU13,ENSHGLG00000018808,ortholog_one2one,75.5952,
TGM3,ENSHGLG00000012294,ortholog_one2one,77.6657,
TGM6,ENSHGLG00000012751,ortholog_one2one,86.383,
GRPR,ENSHGLG00000003189,ortholog_one2one,90.625,
MAPT,ENSHGLG00000011064,ortholog_one2one,73.0721,
SNORA71E,ENSHGLG00000037063,ortholog_one2one,79.8507,
SNORA60,ENSHGLG00000042330,ortholog_one2one,89.4737,
CCDC188,ENSHGLG00000041985,ortholog_one2one,70.5696,
